Protein_Group	Genes	Protein_Names	SAX_22001_B_Avg_Peptide_Count	SAX_22001_M1_Avg_Peptide_Count	SAX_22001_M3_Avg_Peptide_Count	SAX_42001_B_Avg_Peptide_Count	SAX_42001_M1_Avg_Peptide_Count	SAX_42001_M3_Avg_Peptide_Count	SAX_62001_B_Avg_Peptide_Count	SAX_62001_M1_Avg_Peptide_Count	SAX_62001_M3_Avg_Peptide_Count	SAX_72001_B_Avg_Peptide_Count	SAX_72001_M1_Avg_Peptide_Count	SAX_72001_M3_Avg_Peptide_Count	SAX_Pooled_Avg_Peptide_Count	RAW_22001_B_Avg_Peptide_Count	RAW_22001_M1_Avg_Peptide_Count	RAW_22001_M3_Avg_Peptide_Count	RAW_42001_B_Avg_Peptide_Count	RAW_42001_M1_Avg_Peptide_Count	RAW_42001_M3_Avg_Peptide_Count	RAW_62001_B_Avg_Peptide_Count	RAW_62001_M1_Avg_Peptide_Count	RAW_62001_M3_Avg_Peptide_Count	RAW_72001_B_Avg_Peptide_Count	RAW_72001_M1_Avg_Peptide_Count	RAW_72001_M3_Avg_Peptide_Count	RAW_Pooled_Avg_Peptide_Count	Species	Intensity_SAX_22001_B_BR1_TR1	Intensity_SAX_22001_B_BR2_TR1	Intensity_SAX_22001_B_BR3_TR1	Intensity_SAX_22001_M1_BR1_TR1	Intensity_SAX_22001_M1_BR2_TR1	Intensity_SAX_22001_M1_BR3_TR1	Intensity_SAX_22001_M3_BR1_TR1	Intensity_SAX_22001_M3_BR2_TR1	Intensity_SAX_22001_M3_BR3_TR1	Intensity_SAX_42001_B_BR1_TR1	Intensity_SAX_42001_B_BR2_TR1	Intensity_SAX_42001_B_BR3_TR1	Intensity_SAX_42001_M1_BR1_TR1	Intensity_SAX_42001_M1_BR2_TR1	Intensity_SAX_42001_M1_BR3_TR1	Intensity_SAX_42001_M3_BR2_TR1	Intensity_SAX_42001_M3_BR3_TR1	Intensity_SAX_62001_B_BR1_TR1	Intensity_SAX_62001_B_BR2_TR1	Intensity_SAX_62001_B_BR3_TR1	Intensity_SAX_62001_M1_BR1_TR1	Intensity_SAX_62001_M1_BR2_TR1	Intensity_SAX_62001_M1_BR3_TR1	Intensity_SAX_62001_M3_BR1_TR1	Intensity_SAX_62001_M3_BR2_TR1	Intensity_SAX_62001_M3_BR3_TR1	Intensity_SAX_72001_B_BR1_TR1	Intensity_SAX_72001_B_BR2_TR1	Intensity_SAX_72001_B_BR3_TR1	Intensity_SAX_72001_M1_BR1_TR1	Intensity_SAX_72001_M1_BR2_TR1	Intensity_SAX_72001_M1_BR3_TR1	Intensity_SAX_72001_M3_BR1_TR1	Intensity_SAX_72001_M3_BR2_TR1	Intensity_SAX_72001_M3_BR3_TR1	Intensity_SAX_Pooled_BR1_TR1	Intensity_SAX_Pooled_BR2_TR1	Intensity_SAX_Pooled_BR3_TR1	Intensity_SAX_Pooled_BR4_TR1	Intensity_SAX_Pooled_BR5_TR1	Intensity_SAX_Pooled_BR6_TR1	Intensity_RAW_22001_B_BR1_TR1	Intensity_RAW_22001_B_BR2_TR1	Intensity_RAW_22001_B_BR3_TR1	Intensity_RAW_22001_M1_BR2_TR1	Intensity_RAW_22001_M1_BR3_TR1	Intensity_RAW_22001_M3_BR1_TR1	Intensity_RAW_22001_M3_BR2_TR1	Intensity_RAW_22001_M3_BR3_TR1	Intensity_RAW_42001_B_BR1_TR1	Intensity_RAW_42001_B_BR3_TR1	Intensity_RAW_42001_M1_BR1_TR1	Intensity_RAW_42001_M1_BR2_TR1	Intensity_RAW_42001_M1_BR3_TR1	Intensity_RAW_42001_M3_BR2_TR1	Intensity_RAW_42001_M3_BR3_TR1	Intensity_RAW_62001_B_BR1_TR1	Intensity_RAW_62001_B_BR2_TR1	Intensity_RAW_62001_B_BR3_TR1	Intensity_RAW_62001_M1_BR1_TR1	Intensity_RAW_62001_M1_BR2_TR1	Intensity_RAW_62001_M1_BR3_TR1	Intensity_RAW_62001_M3_BR1_TR1	Intensity_RAW_62001_M3_BR2_TR1	Intensity_RAW_62001_M3_BR3_TR1	Intensity_RAW_72001_B_BR1_TR1	Intensity_RAW_72001_B_BR3_TR1	Intensity_RAW_72001_M1_BR1_TR1	Intensity_RAW_72001_M1_BR2_TR1	Intensity_RAW_72001_M1_BR3_TR1	Intensity_RAW_72001_M3_BR1_TR1	Intensity_RAW_72001_M3_BR2_TR1	Intensity_RAW_72001_M3_BR3_TR1	Intensity_RAW_Pooled_BR1_TR1	Intensity_RAW_Pooled_BR2_TR1	Intensity_RAW_Pooled_BR3_TR1	Intensity_RAW_Pooled_BR4_TR1	Intensity_RAW_Pooled_BR5_TR1	Intensity_RAW_Pooled_BR6_TR1
Q9P253	VPS18	VPS18_HUMAN	23.666666666666668	1.3333333333333333	23.333333333333332	25.666666666666668	0.0	25.5	0.0	1.6666666666666667	0.3333333333333333	13.0	21.0	7.0	3.1666666666666665	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	18305552.0	16722122.0	13385103.0	450413.44	385114.4	51032.844	17154064.0	13276024.0	14045040.0	29069084.0	19439796.0	22860154.0				19430170.0	19637780.0				583175.4				79658.805		5807082.0	3844267.8	2219153.0	8000541.5	6531478.5	10187386.0	2388768.0	581066.75	1964355.5	838017.9	525440.2	610227.9	742382.06	92994.02	359172.12										20700.66																												
Q9P258	RCC2	RCC2_HUMAN	3.3333333333333335	0.3333333333333333	3.3333333333333335	4.0	0.0	3.5	3.0	2.6666666666666665	3.0	1.6666666666666667	2.6666666666666665	0.3333333333333333	1.8333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	109093.35	57835.426	86199.336	7473.0024			120571.39	56731.715	167212.0	255000.95	171657.6	233240.11				112501.66	126212.94	51621.695	96026.484	135631.19	53368.88	46700.062	109348.14	182934.06	127375.75	78954.445	80030.4	13251.391	16747.006	48334.44	27536.428	99377.56	13687.411			47962.785	33827.53	25671.436	95761.82	14036.214	28764.15																																						
Q9P260	RELCH	RELCH_HUMAN	29.666666666666668	1.0	30.666666666666668	37.333333333333336	1.0	37.5	2.3333333333333335	2.3333333333333335	0.0	20.0	29.666666666666668	11.666666666666666	5.666666666666667	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	22649674.0	16332492.0	13985180.0		193937.36		17784438.0	15578323.0	14192518.0	50317656.0	32502648.0	27642150.0		98492.03	38795.098	20080472.0	35975116.0	367088.2	109995.28		19666.3	167364.12	119819.25				6538975.5	2728093.2	3858190.2	6468996.5	7229989.5	9305169.0	1826393.4	16281.062	1084303.6	724217.75	963578.94	476639.38	635764.9	14909.4795	974521.25										16564.455																												
Q9P265	DIP2B	DIP2B_HUMAN	10.333333333333334	3.0	8.333333333333334	9.333333333333334	0.0	6.5	0.6666666666666666	1.6666666666666667	2.3333333333333335	3.6666666666666665	4.666666666666667	2.3333333333333335	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	210531.6	210157.38	160089.81	53437.184	48740.605	60066.188	189649.02	144590.34	152320.92	599542.1	127113.61	175927.53				59769.68	111544.375	26826.158	43089.4		60059.94		31220.766	11060.124	49324.016	45008.39	53203.727	43621.65	48294.664	101666.69	87601.16	99629.96	59410.363	39648.8	67538.77	52525.35	72531.766	49295.086	44342.15	34262.004	26984.047																																						
Q9P266	JCAD	JCAD_HUMAN	17.666666666666668	0.0	15.666666666666666	16.333333333333332	0.0	15.5	0.0	0.0	0.0	4.0	4.333333333333333	1.3333333333333333	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	2983206.5	1546154.5	1103370.1				3206469.8	789932.0	714967.9	1309943.4	1835395.5	1026273.06				2450289.2	934094.8										45727.99	112786.57	92373.83	26063.348	95315.36	143784.19	25895.34		33581.18	19849.781																																											
Q9P270	SLAIN2	SLAI2_HUMAN	18.0	3.3333333333333335	15.666666666666666	18.333333333333332	1.0	16.5	2.0	0.6666666666666666	0.0	13.666666666666666	15.333333333333334	11.0	5.833333333333333	0.3333333333333333	0.0	0.0	2.5	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	43392704.0	45809016.0	26441016.0	889108.56	1045087.4	396911.75	35024960.0	24277578.0	31353452.0	77897740.0	52052812.0	59925316.0	163784.98		144976.7	67556050.0	62916988.0	123173.46	269804.7	276240.75	323796.2						15071055.0	10458426.0	9817439.0	28947212.0	27098554.0	27845192.0	9151925.0	3345002.0	5278989.5	1215690.6	1420822.4	1400527.9	2259640.8	1265182.4	992200.94		165686.56							193591.4	575976.6				647131.4	878129.3																							
Q9P287	BCCIP	BCCIP_HUMAN	1.6666666666666667	0.0	1.0	0.6666666666666666	0.3333333333333333	2.0	1.3333333333333333	2.3333333333333335	2.6666666666666665	0.6666666666666666	0.6666666666666666	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	43537.676	47248.223	14505.972				23394.885		47855.477	37463.234	27567.79				10449.779	28960.848	21374.434	35113.25	20836.113		11222.544	57667.316	27409.488	66174.016	18260.592	53882.582		4864.437		10441.8125		15775.463						8741.205	8479.819																																								
Q9P289	STK26	STK26_HUMAN	10.0	3.6666666666666665	9.333333333333334	11.0	0.3333333333333333	9.5	3.3333333333333335	3.3333333333333335	1.3333333333333333	8.666666666666666	9.666666666666666	6.0	7.333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	18938636.0	17397804.0	14881349.0	818423.56	763121.0	515223.56	11543120.0	11997373.0	13629546.0	26487188.0	23060076.0	22971002.0	162274.69			18330590.0	16145318.0	249958.88	781359.06	487143.62	446235.44	505237.9	562018.44	363934.94	232348.39		8372119.0	8359067.5	7440553.5	8407704.0	10452048.0	11524152.0	2991888.5	1237690.6	4872954.5	5773663.5	3994688.8	4897777.5	5222709.5	2002560.5	4870210.5																																						
Q9P299	COPZ2	COPZ2_HUMAN	2.0	0.0	2.3333333333333335	3.0	0.0	3.0	0.0	0.0	0.0	1.0	3.0	0.6666666666666666	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	414294.66	342653.25	249033.78				314218.4	365567.2	431642.88	848897.25	636764.06	585487.3				708496.8	746274.3											150872.3	117988.71	394272.16	313994.03	264493.3			92813.51	99817.875	113268.04	53654.94	78050.914																																								
Q9P2A4	ABI3	ABI3_HUMAN	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.3333333333333333	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN									17533.889											9500.492										4699.9004					26410.543																																												
Q9P2B2	PTGFRN	FPRP_HUMAN	2.3333333333333335	5.0	4.666666666666667	2.0	0.6666666666666666	1.0	6.333333333333333	7.0	9.0	3.3333333333333335	3.3333333333333335	3.3333333333333335	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	35142.293	5635137.0	52797.242	188153.89	8285237.0	87792.34	72589.28	6678875.5	66704.695	24601.664		17455.607	10098.807			33015.2		225438.58	8892436.0	12646399.0	36708.33	330458.03	8772566.0	198774.55	9779807.0	9328516.0	41231.78	34603.234	21356.27	133731.19	52019.203	54967.62	69490.58		8398422.0	155752.36	139403.12	127167.83	152082.1		21202.67																																						
Q9P2B4	CTTNBP2NL	CT2NL_HUMAN	0.0	0.0	0.0	0.6666666666666666	0.0	2.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN										3107.9932	4590.0596					20513.562	14955.064													2975.098	3517.3442				1716.513																																												
Q9P2C4	TMEM181	TM181_HUMAN	1.3333333333333333	0.0	3.0	4.0	0.0	3.5	0.0	0.0	0.0	0.6666666666666666	2.3333333333333335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	61411.79	52095.836					20879912.0	10131033.0	39475.707	40732200.0	31276950.0	30253096.0				22492382.0	23294760.0											5787760.0		9393632.0	5811020.0	5228209.5																																															
Q9P2D3	HEATR5B	HTR5B_HUMAN	30.333333333333332	0.0	30.333333333333332	39.333333333333336	0.0	42.0	0.0	0.0	0.0	21.333333333333332	27.666666666666668	7.333333333333333	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	4623109.0	4812163.0	4633591.5				6988499.0	6874576.0	6533899.0	20716876.0	15178357.0	18013766.0				15322067.0	21805050.0										1865072.8	889958.1	2703747.2	4440353.5	5493373.5	9220448.0	1308592.1	6621.079	409208.03		151843.03	53142.777	664718.4																																								
Q9P2E3	ZNFX1	ZNFX1_HUMAN	4.0	0.0	4.666666666666667	5.0	0.0	5.5	0.0	0.0	0.0	1.0	2.6666666666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	182624.03	117993.89	147462.64				155470.92	135860.64	111467.71	227857.75	249211.81	219032.11				227255.62	205601.94										79702.16		1552.6836	4165.093	89398.45	109543.92																																															
Q9P2E5	CHPF2	CHPF2_HUMAN	2.0	0.0	2.3333333333333335	3.0	0.0	2.0	0.0	0.0	0.0	0.3333333333333333	1.6666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	12918.024	131044.58	47921.82				59821.57	17387.598	68793.71	286876.5	187147.3	71522.09				18774.303	103287.91											4956.469		87361.625		113922.78																																															
Q9P2E7	PCDH10	PCD10_HUMAN	8.0	9.666666666666666	9.0	5.333333333333333	7.333333333333333	5.0	8.666666666666666	8.333333333333334	5.333333333333333	6.333333333333333	7.0	7.0	10.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	1005399.1	236233.67	794838.9	949303.7	1191522.5	898321.44	1052711.6	923645.56	1009461.1	552320.2	345766.22	444628.97	687302.1	630868.25	615660.2	432895.62	166431.5	663071.0	605454.94	704969.06	270268.7	797760.94	606952.44	433616.38	447440.12	353179.62	548039.6	643483.75	607765.56	528942.6	653741.1	640151.5	824004.94	88978.5	1306144.5	1362540.6	1034600.9	1451560.5	1347148.6	818498.44	1215148.9																																						
Q9P2E9	RRBP1	RRBP1_HUMAN	38.666666666666664	6.666666666666667	38.666666666666664	41.0	4.666666666666667	41.0	15.666666666666666	15.333333333333334	11.333333333333334	31.666666666666668	40.333333333333336	20.333333333333332	17.666666666666668	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	30237722.0	25689896.0	23419840.0	1158611.6	1467767.2	581151.6	31930464.0	29467622.0	24195242.0	62133660.0	48539490.0	49597950.0	988577.7	666842.5	694090.75	45321580.0	46466610.0	1976235.9	2931709.0	2358893.5	2422068.0	3650969.5	2274094.2	2381644.0	3380176.0	2150119.0	11182526.0	10625697.0	9792522.0	29222524.0	29394140.0	29395216.0	5177125.0	3153976.8	5182255.0	2221789.0	3797049.8	3724418.0	3736995.5	1201947.6	2625538.0										471022.56																												
Q9P2G1	ANKIB1	AKIB1_HUMAN	2.6666666666666665	0.0	3.3333333333333335	5.666666666666667	0.0	4.5	0.0	0.0	0.0	0.3333333333333333	1.6666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	9981.326	258200.11	170522.52				234542.2	26243.068	178940.55	1471379.4	2324893.5	1215691.1				17483.871	3047948.0										159906.94				17147.516	34352.41																																															
Q9P2J5	LARS1	SYLC_HUMAN	25.666666666666668	1.6666666666666667	28.0	30.333333333333332	0.0	30.5	3.3333333333333335	6.333333333333333	2.0	21.0	28.666666666666668	14.0	6.166666666666667	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	HUMAN	9235898.0	7816387.5	6359081.5	60358.523	43522.45	18974.932	9334526.0	9602302.0	9777085.0	19316316.0	23970326.0	10668319.0				29406658.0	16744895.0	36814.79	220072.6	416361.53	758226.7	64697.656	805515.2		332152.94		2913972.2	3732503.2	3584918.0	9487692.0	9737459.0	9717301.0	2261342.5	313305.62	1716200.5	384022.84	612927.75	442546.97	1034000.8	64084.96	424252.97															125460.516																				29676.49			
Q9P2K2	TXNDC16	TXD16_HUMAN	1.0	0.6666666666666666	1.0	0.6666666666666666	0.3333333333333333	0.5	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.3333333333333333	0.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	11773.919	20951.203	16198.01	6445.189	7835.8184		13956.471	21760.496	27339.875	17587.447		25872.648	8450.951				22804.178	25950.27				22126.857		14778.744		20734.992			7207.5312		20653.893								15810.793																																								
Q9P2K6	KLHL42	KLH42_HUMAN	2.6666666666666665	0.0	3.3333333333333335	4.333333333333333	0.0	4.0	0.0	0.0	0.0	1.0	2.3333333333333335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	27993.273	15948.475	402280.75				327544.3	364159.3	48393.16	687537.5	382185.03	507972.75				364665.78	82566.195										8704.248	1790.6815	20223.965	177069.05	31914.676	45803.848																																															
Q9P2K8	EIF2AK4	E2AK4_HUMAN	2.0	0.0	0.6666666666666666	4.0	0.0	3.5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	9642.414		7960.101						5487.3945	20436.32	21756.82	35980.973				13382.277	22038.203														5059.6064	7899.881																																															
Q9P2M4	TBC1D14	TBC14_HUMAN	3.3333333333333335	0.0	2.3333333333333335	3.3333333333333335	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	60087.95	41963.215	39626.8				27597.86	10411.502	44901.027	14537.482	15404.703	60714.023				39580.64	59603.91																																																														
Q9P2M7	CGN	CING_HUMAN	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.6666666666666666	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN																			10535.94		10605.158			5137.823																																																							
Q9P2R3	ANKFY1	ANFY1_HUMAN	19.333333333333332	2.0	19.666666666666668	25.333333333333332	1.0	23.0	3.0	1.3333333333333333	0.3333333333333333	17.0	20.0	7.666666666666667	2.1666666666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	2911976.0	2946556.8	6842925.0	178381.58		206554.44	2902543.2	3042310.2	13489051.0	17602596.0	15010748.0	16018167.0		22291.969	225716.39	12694731.0	18531260.0	289917.4	29578.72	137014.52		290727.53	170810.84	200206.94			1677997.0	1465476.4	891147.94	2093634.0	2171544.0	6250536.0	353325.53		970823.5	328562.7	193793.81	392898.78	30871.695		210617.28																																						
Q9P2R7	SUCLA2	SUCB1_HUMAN	17.666666666666668	5.333333333333333	18.0	17.333333333333332	1.3333333333333333	17.5	3.0	3.3333333333333335	0.6666666666666666	12.666666666666666	15.0	10.0	7.166666666666667	0.0	0.0	0.0	3.5	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	62890110.0	62593824.0	47769910.0	2113282.5	3098385.0	2456864.0	68721510.0	55331000.0	51538364.0	131825440.0	109082056.0	96278580.0	114978.79	265220.12	115052.94	89344904.0	85142880.0		1344390.9	1163857.5	964608.5	209584.89	1468132.2		458406.34		19916352.0	17131084.0	14882255.0	38414910.0	38999990.0	41716230.0	7486017.0	4058940.0	9537057.0	4671062.5	4604680.0	4408126.5	4638115.5	1316191.0	1862427.2									546373.6	547891.06				522544.56	1018634.6																							
Q9P2S5	WRAP73	WRP73_HUMAN	2.0	0.0	2.6666666666666665	5.333333333333333	0.0	5.5	0.0	0.0	0.0	0.6666666666666666	2.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	1378844.6	725069.94					809488.25	63505.293	455382.6	7246043.5	6167071.0	6188211.0				5414116.5	7437069.5											1202518.2		662417.8	940380.9	935792.4	795586.75		1053582.4																																												
Q9P2T1	GMPR2	GMPR2_HUMAN	4.333333333333333	0.0	5.0	4.333333333333333	0.0	5.0	0.0	0.0	0.0	2.6666666666666665	3.3333333333333335	2.0	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	3896542.2	270562.12	3119876.2				5021164.5	4208033.5	3174082.2	8791364.0	368601.38	5239766.0				3290360.2	4974888.5										1472660.2	2121457.0	867453.75	3174447.8	2516076.5	3027122.8	934707.75	422639.62	73452.16		21244.033																																										
Q9P2W9	STX18	STX18_HUMAN	5.333333333333333	0.0	5.333333333333333	9.0	0.0	10.0	0.0	0.0	0.0	1.6666666666666667	4.333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	1925827.1	698289.7	598623.06				1647270.0	1010335.1	1276662.2	2246445.5	2797451.5	2318859.0				2416416.0	3122795.5										537360.75	449467.5	2468.6829	721542.4	259035.03	840528.6	3951.3625																																														
Q9P2X0	DPM3	DPM3_HUMAN	2.6666666666666665	1.0	2.6666666666666665	3.0	0.0	3.0	0.0	0.3333333333333333	0.0	1.6666666666666667	2.3333333333333335	1.3333333333333333	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	1774789.6	1535261.9	1344530.4	299775.25	392465.0	265643.78	1801667.0	1928772.4	1940913.1	3158235.5	2958609.8	2889812.2				1934508.2	2857188.2				46336.715						656850.25	528851.2	771732.2	673709.94	814752.75	1332729.4	200176.88	78193.336	466886.2	308213.22		220488.39	412531.1																																								
Q9P2X3	IMPACT	IMPCT_HUMAN	5.666666666666667	0.0	3.6666666666666665	7.0	0.6666666666666666	7.5	1.0	0.3333333333333333	1.0	5.333333333333333	7.666666666666667	1.6666666666666667	2.1666666666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	23119168.0	22903444.0	23393826.0				9180392.0	74353.49	13376676.0	57663636.0	55611940.0	47336750.0	71108.63			49764700.0	47061680.0	4760801.5		45721.758		67110.85		57494.23		129091.586	22254700.0	9664772.0	17491110.0	19056714.0	24596980.0	37868284.0	13246.881		17747056.0	91348.734	7162545.5	288458.3	18933410.0		16060.521																																						
Q9P2Y5	UVRAG	UVRAG_HUMAN	0.6666666666666666	0.0	0.6666666666666666	0.0	0.0	0.5	0.3333333333333333	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.16666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	1770944.8						1295439.2	755394.94									1181974.2			89258.56										130656.914					269039.28	235475.42																																											
Q9TT36	SERPINA7	THBG_BOVIN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.833333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1666666666666665	BOVIN																																				36510344.0	22174538.0	36355570.0	40834988.0	14688504.0	34960190.0																																	1087518.2	2660081.0	3210004.8	4143257.5	2570306.5	4434471.0
Q9TTE1	SERPINA3-1	SPA31_BOVIN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	BOVIN																																				31460314.0	13604150.0	26842198.0	35675884.0	4853682.0	20143050.0																																	31045644.0	43872560.0	50192000.0	37518500.0	29463820.0	33379526.0
Q9UBB4	ATXN10	ATX10_HUMAN	9.666666666666666	0.0	10.0	10.0	0.3333333333333333	10.0	0.0	0.6666666666666666	0.3333333333333333	7.333333333333333	10.0	5.666666666666667	3.6666666666666665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	3695240.5	2820052.8	2096007.2				3408643.0	3172205.2	3034885.0	9353283.0	8437862.0	7560000.0	75766.36			6218627.5	6991890.5				789.3525	4939.505		50892.492			1309493.1	1297504.1	1100974.5	3042778.2	3163160.8	2621181.0	907362.4	19760.121	823632.3	305600.62	186497.88	533762.0	503244.75	99374.75	183676.97																																						
Q9UBB6	NCDN	NCDN_HUMAN	5.0	0.0	4.666666666666667	6.666666666666667	0.0	6.5	0.0	0.0	0.0	0.3333333333333333	4.333333333333333	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN	258668.67	272379.2	215952.38				320256.22	347590.6	449713.8	751654.25	437145.5	506606.9				312430.97	551178.4												5701.818	557536.56	341017.28	62361.727	74866.555																																														
Q9UBC2	EPS15L1	EP15R_HUMAN	46.333333333333336	11.333333333333334	45.666666666666664	49.666666666666664	5.666666666666667	47.5	11.0	11.666666666666666	7.666666666666667	35.0	43.666666666666664	26.333333333333332	19.333333333333332	2.3333333333333335	0.0	0.3333333333333333	6.5	0.0	6.0	0.0	0.0	0.3333333333333333	0.0	0.3333333333333333	0.0	0.3333333333333333	HUMAN	97769816.0	88278880.0	77302380.0	3901740.0	3180931.2	2100795.8	74515630.0	66556770.0	62150184.0	142050260.0	101039680.0	99251656.0	1031385.5	627811.5	1416410.0	92990350.0	110893610.0	2414803.5	2947395.0	2545856.0	4770978.0	2572859.2	2719546.0	1124167.5	3588797.0	1439234.9	25165258.0	23812132.0	22848648.0	52868636.0	48718580.0	57022284.0	14798979.0	5668904.0	11963123.0	8430753.0	7751427.0	6615691.0	9166149.0	4853963.0	5930758.0	188385.47	46764.492	558967.0				40770.926		1012102.4	1093464.0				576845.1	1709517.1									61643.707					194651.52						303891.75			
Q9UBC9	SPRR3	SPRR3_HUMAN	0.0	0.3333333333333333	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	HUMAN						11875.124						9498.74																																																																			
