Protein_Group,Genes,ETP-56035_6hr,ETP-56328_6hr,ETP-56168_6hr
Q13057,COASY,No,No,No
Q13077,TRAF1,No,No,No
Q13084,MRPL28,No,No,No
Q13085,ACACA,No,No,No
Q13093,PLA2G7,No,No,No
Q13098,GPS1,No,No,No
Q13099,IFT88,No,No,No
Q13103,SPP2,No,No,No
Q13105,ZBTB17,No,No,No
Q13107,USP4,No,No,No
Q13111,CHAF1A,No,No,No
Q13112,CHAF1B,No,No,No
Q13113,PDZK1IP1,No,No,No
Q13114,TRAF3,No,No,No
Q13118,KLF10,No,No,No
Q13123,IK,No,No,No
Q13126,MTAP,No,No,No
Q13127,REST,No,No,No
Q13129,RLF,No,No,No
Q13131,PRKAA1,No,No,No
Q13136,PPFIA1,No,No,No
Q13137,CALCOCO2,No,No,No
Q13144,EIF2B5,No,No,No
Q13148,TARDBP,No,No,No
Q13151,HNRNPA0,No,No,No
Q13153,PAK1,No,No,No
Q13155,AIMP2,No,No,No
Q13158,FADD,No,No,No
Q13162,PRDX4,No,No,No
Q13163,MAP2K5,No,No,No
Q13164,MAPK7,No,No,No
Q13177,PAK2,No,No,No
Q13185,CBX3,No,No,No
Q13188,STK3,No,No,No
Q13190,STX5,No,No,No
Q13191,CBLB,No,No,No
Q13200,PSMD2,No,No,No
Q13206,DDX10,No,No,No
Q13214,SEMA3B,No,No,No
Q13216,ERCC8,No,No,No
Q13217,DNAJC3,No,No,No
Q13227,GPS2,No,No,No
Q13232,NME3,No,No,No
Q13233,MAP3K1,No,No,No
Q13242,SRSF9,No,No,No
Q13243,SRSF5,No,No,No
Q13247,SRSF6,No,No,No
Q13257,MAD2L1,No,No,No
Q13261,IL15RA,No,No,No
Q13263,TRIM28,No,No,No
Q13268,DHRS2,No,No,No
Q13275,SEMA3F,No,No,No
Q13277,STX3,No,No,No
Q13283,G3BP1,No,No,No
Q13286,CLN3,No,No,No
Q13287,NMI,No,No,No
Q13303,KCNAB2,No,No,No
Q13308,PTK7,No,No,No
Q13309,SKP2,No,No,No
Q13310,PABPC4,No,No,No
Q13315,ATM,No,No,No
Q13322,GRB10,No,No,No
Q13325,IFIT5,No,No,No
Q13330,MTA1,No,No,No
Q13332,PTPRS,No,No,No
Q13347,EIF3I,No,No,No
Q13352,ITGB3BP,No,No,No
Q13356,PPIL2,No,No,No
Q13362,PPP2R5C,No,No,No
Q13363,CTBP1,No,No,No
Q13367,AP3B2,No,No,No
Q13370,PDE3B,No,No,No
Q13371,PDCL,No,No,No
Q13393,PLD1,No,No,No
Q13395,TARBP1,No,No,No
Q13402,MYO7A,No,No,No
Q13404,UBE2V1,No,No,No
Q13405,MRPL49,No,No,No
Q13409,DYNC1I2,No,No,No
Q13415,ORC1,No,No,No
Q13416,ORC2,No,No,No
Q13418,ILK,No,No,No
Q13423,NNT,No,No,No
Q13424,SNTA1,No,No,No
Q13425,SNTB2,No,No,No
Q13426,XRCC4,No,No,No
Q13427,PPIG,No,No,No
Q13428,TCOF1,No,No,No
Q13432,UNC119,No,No,No
Q13433,SLC39A6,No,No,No
Q13435,SF3B2,No,No,No
Q13438,OS9,No,No,No
Q13439,GOLGA4,No,No,No
Q13442,PDAP1,No,No,No
Q13443,ADAM9,No,No,No
Q13444,ADAM15,No,No,No
Q13445,TMED1,No,No,No
Q13451,FKBP5,No,No,No
Q13454,TUSC3,No,No,No
Q13459,MYO9B,No,No,No
Q13461,FOXE3,No,No,No
Q13464,ROCK1,No,No,No
Q13467,FZD5,No,No,No
Q13469,NFATC2,No,No,No
Q13470,TNK1,No,No,No
Q13472,TOP3A,No,No,No
Q13478,IL18R1,No,No,No
Q13480,GAB1,No,No,No
Q13485,SMAD4,No,No,No
Q13487,SNAPC2,No,No,No
Q13488,TCIRG1,No,No,No
Q13489,BIRC3,No,No,No
Q13490,BIRC2,No,No,No
Q13492,PICALM,No,No,No
Q13495,MAMLD1,No,No,No
Q13496,MTM1,No,No,No
Q13501,SQSTM1,No,No,No
Q13503,MED21,No,No,No
Q13505,MTX1,No,No,No
Q13506,NAB1,No,No,No
Q13509,TUBB3,No,No,No
Q13510,ASAH1,No,No,No
Q13522,PPP1R1A,No,No,No
Q13523,PRPF4B,No,No,No
Q13526,PIN1,No,No,No
Q13530,SERINC3,No,No,No
Q13535,ATR,No,No,No
Q13541,EIF4EBP1,No,No,No
Q13542,EIF4EBP2,No,No,No
Q13546,RIPK1,No,No,No
Q13547,HDAC1,No,No,No
Q13555,CAMK2G,No,No,No
Q13557,CAMK2D,No,No,No
Q13561,DCTN2,No,No,No
Q13564,NAE1,No,No,No
Q13568,IRF5,No,No,No
Q13569,TDG,No,No,No
Q13572,ITPK1,No,No,No
Q13573,SNW1,No,No,No
Q13574,DGKZ,No,No,No
Q13576,IQGAP2,No,No,No
Q13586,STIM1,No,No,No
Q13591,SEMA5A,No,No,No
Q13595,TRA2A,No,No,No
Q13596,SNX1,No,No,No
Q13601,KRR1,No,No,No
Q13608,PEX6,No,No,No
Q13610,PWP1,No,No,No
Q13613,MTMR1,No,No,No
Q13614,MTMR2,No,No,No
Q13615,MTMR3,No,No,No
Q13616,CUL1,No,No,No
Q13617,CUL2,No,No,No
Q13618,CUL3,No,No,No
Q13619,CUL4A,No,No,No
Q13620,CUL4B,No,No,No
Q13625,TP53BP2,No,No,No
Q13627,DYRK1A,No,No,No
Q13630,GFUS,No,No,No
Q13636,RAB31,No,No,No
Q13637,RAB32,No,No,No
Q13641,TPBG,No,No,No
Q13642,FHL1,No,No,No
Q13643,FHL3,No,No,No
Q13670,PMS2P11,No,No,No
Q13671,RIN1,No,No,No
Q13683,ITGA7,No,No,No
Q13685,AAMP,No,No,No
Q13686,ALKBH1,No,No,No
Q13724,MOGS,No,No,No
Q13740,ALCAM,No,No,No
Q13751,LAMB3,No,No,No
Q13753,LAMC2,No,No,No
Q13761,RUNX3,No,No,No
Q13769,THOC5,No,No,No
Q13772,NCOA4,No,No,No
Q13794,PMAIP1,No,No,No
Q13795,ARFRP1,No,No,No
Q13796,SHROOM2,No,No,No
Q13813,SPTAN1,No,No,No
Q13823,GNL2,No,No,No
Q13825,AUH,No,No,No
Q13829,TNFAIP1,No,No,No
Q13835,PKP1,No,No,No
Q13838,DDX39B,No,No,No
Q13867,BLMH,No,No,No
Q13868,EXOSC2,No,No,No
Q13873,BMPR2,No,No,No
Q13882,PTK6,No,No,No
Q13884,SNTB1,No,No,No
Q13885,TUBB2A,No,No,No
Q13887,KLF5,No,No,No
Q13888,GTF2H2,No,No,No
Q13889,GTF2H3,No,No,No
Q13895,BYSL,No,No,No
Q13901,C1D,No,No,No
Q13905,RAPGEF1,No,No,No
Q13907,IDI1,No,No,No
Q13946,PDE7A,No,No,No
Q13951,CBFB,No,No,No
Q13952,NFYC,No,No,No
Q13976,PRKG1,No,No,No
Q14004,CDK13,No,No,No
Q14008,CKAP5,No,No,No
Q14011,CIRBP,No,No,No
Q14012,CAMK1,No,No,No
Q14019,COTL1,No,No,No
Q14061,COX17,No,No,No
Q14094,CCNI,No,No,No
Q14103,HNRNPD,No,No,No
Q14106,TOB2,No,No,No
Q14108,SCARB2,No,No,No
Q14112,NID2,No,No,No
Q14114,LRP8,No,No,No
Q14116,IL18,No,No,No
Q14118,DAG1,No,No,No
Q14119,VEZF1,No,No,No
Q14126,DSG2,No,No,No
Q14129,DGCR6,No,No,No
Q14134,TRIM29,No,No,No
Q14135,VGLL4,No,No,No
Q14137,BOP1,No,No,No
Q14139,UBE4A,No,No,No
Q14141,SEPTIN6,No,No,No
Q14142,TRIM14,No,No,No
Q14145,KEAP1,No,No,No
Q14146,URB2,No,No,No
Q14147,DHX34,No,No,No
Q14149,MORC3,No,No,No
Q14151,SAFB2,No,No,No
Q14152,EIF3A,No,No,No
Q14153,FAM53B,No,No,DMSO_6hr
Q14154,DELE1,No,No,No
Q14155,ARHGEF7,No,No,No
Q14156,EFR3A,No,No,No
Q14157,UBAP2L,No,No,No
Q14159,SPIDR,No,No,No
Q14160,SCRIB,No,No,No
Q14161,GIT2,No,No,No
Q14164,IKBKE,No,No,No
Q14165,MLEC,No,No,No
Q14166,TTLL12,No,No,No
Q14168,MPP2,No,No,No
Q14181,POLA2,No,No,No
Q14185,DOCK1,No,No,No
Q14186,TFDP1,No,No,No
Q14188,TFDP2,No,No,No
Q14191,WRN,No,No,No
Q14192,FHL2,No,No,No
Q14195,DPYSL3,No,No,No
Q14197,MRPL58,No,No,No
Q14201,BTG3,No,No,No
Q14202,ZMYM3,No,No,No
Q14203,DCTN1,No,No,No
Q14204,DYNC1H1,No,No,No
Q14207,NPAT,No,No,No
Q14209,E2F2,No,No,No
Q14213,EBI3,No,No,No
Q14232,EIF2B1,No,No,No
Q14240,EIF4A2,No,No,No
Q14241,ELOA,No,No,No
Q14244,MAP7,No,No,No
Q14247,CTTN,No,No,No
Q14249,ENDOG,No,No,No
Q14254,FLOT2,No,No,No
Q14257,RCN2,No,No,No
Q14258,TRIM25,No,No,No
Q14296,FASTK,No,No,No
Q14315,FLNC,No,No,No
Q14318,FKBP8,No,No,No
Q14320,FAM50A,No,No,No
Q14331,FRG1,No,No,No
Q14332,FZD2,No,No,No
Q14344,GNA13,No,No,No
Q14353,GAMT,No,No,No
Q14376,GALE,No,No,No
Q14435,GALNT3,No,No,No
Q14442,PIGH,No,No,No
Q14444,CAPRIN1,No,No,No
Q14449,GRB14,No,No,No
Q14451,GRB7,No,No,No
Q14457,BECN1,No,No,No
Q14469,HES1,No,No,No
Q14493,SLBP,No,No,No
Q14494,NFE2L1,No,No,No
Q14498,RBM39,No,No,No
Q14508,WFDC2,No,No,No
Q14512,FGFBP1,No,No,No
Q14517,FAT1,No,No,No
Q14520,HABP2,No,No,No
CON__Q14525,KRT33B,No,No,No
Q14527,HLTF,No,No,No
Q14534,SQLE,No,No,No
Q14541,HNF4G,No,No,No
Q14542,SLC29A2,No,No,No
Q14554,PDIA5,No,No,No
Q14558,PRPSAP1,No,No,No
Q14562,DHX8,No,No,No
Q14565,DMC1,No,No,No
Q14566,MCM6,No,No,No
Q14571,ITPR2,No,No,No
Q14573,ITPR3,No,No,No
Q14574,DSC3,No,No,No
Q14586,ZNF267,No,No,No
Q14587,ZNF268,No,No,No
Q14592,ZNF460,No,No,No
Q14593,ZNF273,No,No,No
Q14596,NBR1,No,No,No
Q14642,INPP5A,No,No,No
Q14643,ITPR1,No,No,No
Q14644,RASA3,No,No,No
Q14651,PLS1,No,No,No
Q14653,IRF3,No,No,No
Q14657,LAGE3,No,No,No
Q14667,KIAA0100,No,No,No
Q14669,TRIP12,No,No,No
Q14671,PUM1,No,No,No
Q14674,ESPL1,No,No,No
Q14676,MDC1,No,No,No
Q14677,CLINT1,No,No,No
Q14678,KANK1,No,No,No
Q14679,TTLL4,No,No,No
Q14680,MELK,No,No,No
Q14681,KCTD2,No,No,No
Q14683,SMC1A,No,No,No
Q14684,RRP1B,No,No,No
Q14686,NCOA6,No,No,No
Q14687,GSE1,No,No,No
Q14689,DIP2A,No,No,No
Q14690,PDCD11,No,No,No
Q14691,GINS1,No,No,No
Q14692,BMS1,No,No,No
Q14693,LPIN1,No,No,No
Q14694,USP10,No,No,No
Q14696,MESD,No,No,No
Q14697,GANAB,No,No,No
Q14699,RFTN1,No,No,No
Q14703,MBTPS1,No,No,No
Q14728,MFSD10,No,No,No
Q14738,PPP2R5D,No,No,No
Q14739,LBR,No,No,No
Q14746,COG2,No,No,No
Q14764,MVP,No,No,No
Q14765,STAT4,No,No,No
Q14781,CBX2,No,No,No
Q14789,GOLGB1,No,No,No
Q14790,CASP8,No,No,No
Q147X3,NAA30,No,No,No
Q14807,KIF22,No,No,No
Q14814,MEF2D,No,No,No
Q14839,CHD4,No,No,No
Q14847,LASP1,No,No,No
Q14849,STARD3,No,No,No
Q14872,MTF1,No,No,No
Q14894,CRYM,No,No,No
Q14914,PTGR1,No,No,No
Q14919,DRAP1,No,No,No
Q14929,ZNF169,ETP-56035_6hr,No,No
Q14934,NFATC4,No,No,No
Q14938,NFIX,No,No,No
Q14966,ZNF638,No,No,No
Q14974,KPNB1,No,No,No
Q14978,NOLC1,No,No,No
Q14980,NUMA1,No,No,No
Q14995,NR1D2,No,No,No
Q14997,PSME4,No,No,No
Q14999,CUL7,No,No,No
Q149N8,SHPRH,No,No,No
Q14BN4,SLMAP,No,No,No
Q14C86,GAPVD1,No,No,No
Q14CB8,ARHGAP19,No,No,No
CON__Q14CN4,KRT72,No,No,No
Q14CS0,UBXN2B,No,No,No
Q14CW9,ATXN7L3,No,No,No
Q14CX7,NAA25,No,No,No
Q14CZ0,C16orf72,No,No,No
Q14CZ7,FASTKD3,No,No,No
Q15003,NCAPH,No,No,No
Q15004,PCLAF,No,No,No
Q15005,SPCS2,No,No,No
Q15006,EMC2,No,No,No
Q15007,WTAP,No,No,No
Q15008,PSMD6,No,No,No
Q15011,HERPUD1,No,No,No
Q15012,LAPTM4A,No,No,No
Q15013,MAD2L1BP,No,No,No
Q15014,MORF4L2,No,No,No
Q15018,ABRAXAS2,No,No,No
Q15019,SEPTIN2,No,No,No
Q15020,SART3,No,No,No
Q15021,NCAPD2,No,No,No
Q15022,SUZ12,No,No,No
Q15024,EXOSC7,No,No,No
Q15025,TNIP1,No,No,No
Q15029,EFTUD2,No,No,No
Q15031,LARS2,No,No,No
Q15032,R3HDM1,No,No,No
Q15035,TRAM2,No,No,No
Q15036,SNX17,No,No,No
Q15040,JOSD1,No,No,No
Q15041,ARL6IP1,No,No,No
Q15042,RAB3GAP1,No,No,No
Q15043,SLC39A14,No,No,No
Q15046,KARS1,No,No,No
Q15047,SETDB1,No,No,No
Q15048,LRRC14,No,No,No
Q15050,RRS1,No,No,No
Q15051,IQCB1,No,No,No
Q15052,ARHGEF6,No,No,No
Q15053,KIAA0040,No,No,No
Q15054,POLD3,No,No,No
Q15056,EIF4H,No,No,No
Q15057,ACAP2,No,No,No
Q15058,KIF14,No,No,No
Q15059,BRD3,No,No,No
Q15061,WDR43,No,No,No
Q15067,ACOX1,No,No,No
Q15070,OXA1L,No,No,No
Q15072,ZNF146,No,No,No
Q15075,EEA1,No,No,No
Q15084,PDIA6,No,No,No
Q15102,PAFAH1B3,No,No,No
Q15118,PDK1,No,No,No
Q15119,PDK2,No,No,No
Q15120,PDK3,No,No,No
Q15121,PEA15,No,No,No
Q15125,EBP,No,No,No
Q15126,PMVK,No,No,No
Q15131,CDK10,No,No,No
Q15139,PRKD1,No,No,No
Q15147,PLCB4,No,No,No
Q15149,PLEC,No,No,No
Q15154,PCM1,No,No,No
Q15155,NOMO1,No,No,No
Q15165,PON2,No,No,No
Q15170,TCEAL1,No,No,No
Q15172,PPP2R5A,No,No,No
Q15173,PPP2R5B,No,No,No
Q15181,PPA1,No,No,No
Q15185,PTGES3,No,No,No
Q15198,PDGFRL,No,No,No
Q15208,STK38,No,No,No
Q15223,NECTIN1,No,No,No
Q15233,NONO,No,No,No
Q15257,PTPA,No,No,No
Q15262,PTPRK,No,No,No
Q15269,PWP2,No,No,No
Q15274,QPRT,No,No,No
Q15276,RABEP1,No,No,No
Q15283,RASA2,No,No,No
Q15286,RAB35,No,No,No
Q15287,RNPS1,No,No,No
Q15291,RBBP5,No,No,No
Q15293,RCN1,No,No,No
Q15303,ERBB4,No,No,No
Q15311,RALBP1,No,No,No
CON__Q15323,KRT31,No,No,No
Q15326,ZMYND11,No,No,No
Q15329,E2F5,No,No,No
Q15334,LLGL1,No,No,No
Q15345,LRRC41,No,No,No
Q15361,TTF1,No,No,No
Q15363,TMED2,No,No,No
Q15365,PCBP1,No,No,No
Q15366,PCBP2,No,No,No
Q15369,ELOC,No,No,No
Q15370,ELOB,No,No,No
Q15382,RHEB,No,No,No
Q15386,UBE3C,No,No,No
Q15388,TOMM20,No,No,No
Q15390,MTFR1,No,No,No
Q15392,DHCR24,No,No,No
Q15393,SF3B3,No,No,No
Q15397,PUM3,No,No,No
Q15398,DLGAP5,No,No,No
Q15404,RSU1,No,No,No
Q15417,CNN3,No,No,No
Q15418,RPS6KA1,No,No,No
Q15424,SAFB,No,No,No
Q15427,SF3B4,No,No,No
Q15428,SF3A2,No,No,No
Q15434,RBMS2,No,No,No
Q15435,PPP1R7,No,No,No
Q15436,SEC23A,No,No,No
Q15437,SEC23B,No,No,No
Q15438,CYTH1,No,No,No
Q15459,SF3A1,No,No,No
Q15464,SHB,No,No,No
Q15468,STIL,No,No,No
Q15475,SIX1,No,No,No
Q15477,SKIV2L,No,No,No
Q15506,SPA17,No,No,No
Q15517,CDSN,No,No,No
Q15526,SURF1,No,No,No
Q15527,SURF2,No,No,No
Q15528,MED22,No,No,No
Q15532,SS18,No,No,No
Q15542,TAF5,No,No,No
Q15543,TAF13,No,No,No
Q15544,TAF11,No,No,No
Q15545,TAF7,No,No,No
Q15554,TERF2,No,No,No
Q15555,MAPRE2,No,No,No
Q15560,TCEA2,No,No,No
Q15561,TEAD4,No,No,No
Q15569,TESK1,No,No,No
Q15572,TAF1C,No,No,No
Q15573,TAF1A,No,No,No
Q15582,TGFBI,No,No,No
Q15583,TGIF1,No,No,No
Q15596,NCOA2,No,No,No
Q15599,SLC9A3R2,No,No,No
Q155Q3,DIXDC1,No,No,No
Q15628,TRADD,No,No,No
Q15629,TRAM1,No,No,No
Q15631,TSN,No,No,No
Q15633,TARBP2,No,No,No
Q15637,SF1,No,No,No
Q15642,TRIP10,No,No,No
Q15643,TRIP11,No,No,No
Q15645,TRIP13,No,No,No
Q15646,OASL,No,No,No
Q15648,MED1,No,No,No
Q15649,ZNHIT3,No,No,No
Q15650,TRIP4,No,No,No
Q15651,HMGN3,No,No,No
Q15652,JMJD1C,No,No,No
Q15653,NFKBIB,No,No,No
Q15654,TRIP6,No,No,No
Q15678,PTPN14,No,No,No
Q15691,MAPRE1,No,No,No
Q15696,ZRSR2,No,No,No
Q15697,ZNF174,No,No,No
Q15699,ALX1,No,No,No
Q15714,TSC22D1,No,No,No
Q15717,ELAVL1,No,No,No
Q15723,ELF2,No,No,No
Q15735,INPP5J,No,No,No
Q15738,NSDHL,No,No,No
Q15742,NAB2,No,No,No
Q15746,MYLK,No,No,No
Q15750,TAB1,No,No,No
Q15751,HERC1,No,No,No
Q15758,SLC1A5,No,No,No
Q15759,MAPK11,No,No,No
Q15768,EFNB3,No,No,No
Q15771,RAB30,No,No,No
Q15773,MLF2,No,No,No
Q15776,ZKSCAN8,No,No,No
Q15785,TOMM34,No,No,No
Q15788,NCOA1,No,DMSO_6hr,No
Q15796,SMAD2,No,No,No
Q15797,SMAD1,No,No,No
Q15800,MSMO1,No,No,No
Q15811,ITSN1,No,No,No
Q15813,TBCE,No,No,No
Q15814,TBCC,No,No,No
Q15818,NPTX1,No,No,No
Q15819,UBE2V2,No,No,No
Q15828,CST6,No,No,No
Q15831,STK11,No,No,No
Q15833,STXBP2,No,No,No
Q15834,CCDC85B,No,No,No
Q15836,VAMP3,No,No,No
Q15843,NEDD8,No,No,No
Q15853,USF2,No,No,No
Q15858,SCN9A,No,No,No
Q15904,ATP6AP1,No,No,No
Q15906,VPS72,No,No,No
Q15907,RAB11B,No,No,No
Q15910,EZH2,No,No,No
Q15911,ZFHX3,No,No,No
Q15916,ZBTB6,No,No,No
Q15928,ZNF141,ETP-56035_6hr,No,No
Q15942,ZYX,No,No,No
Q15973,ZNF124,No,No,No
Q16134,ETFDH,No,No,No
Q16143,SNCB,No,No,No
Q16181,SEPTIN7,No,No,No
Q16186,ADRM1,No,No,No
Q16204,CCDC6,No,No,No
Q16206,ENOX2,No,No,No
Q16222,UAP1,No,No,No
Q16236,NFE2L2,No,No,No
Q16254,E2F4,No,No,No
Q16270,IGFBP7,No,No,No
Q16342,PDCD2,No,No,No
Q16385,SSX2B,No,No,No
Q16394,EXT1,No,No,No
Q16401,PSMD5,No,No,No
Q16512,PKN1,No,No,No
Q16513,PKN2,No,No,No
Q16514,TAF12,No,No,No
Q16526,CRY1,No,No,No
Q16527,CSRP2,No,No,No
Q16531,DDB1,No,No,No
Q16533,SNAPC1,No,No,No
Q16537,PPP2R5E,No,No,No
Q16539,MAPK14,No,No,No
Q16540,MRPL23,No,No,No
Q16543,CDC37,No,No,No
Q16549,PCSK7,No,No,No
Q16555,DPYSL2,No,No,No
Q16560,SNRNP35,No,No,No
Q16563,SYPL1,No,No,No
Q16566,CAMK4,No,No,No
Q16576,RBBP7,No,No,No
Q16584,MAP3K11,No,No,No
Q16585,SGCB,No,DMSO_6hr,No
Q16594,TAF9,No,No,No
Q16595,FXN,No,No,No
Q16600,ZNF239,No,No,No
Q16610,ECM1,No,No,No
Q16611,BAK1,No,No,No
Q16619,CTF1,No,No,No
Q16625,OCLN,No,No,No
Q16626,MEA1,No,No,No
Q16629,SRSF7,No,No,No
Q16630,CPSF6,No,No,No
Q16635,TAZ,No,No,No
Q16637,SMN2,No,No,No
Q16643,DBN1,No,No,No
Q16644,MAPKAPK3,No,No,No
Q16649,NFIL3,No,No,No
Q16656,NRF1,No,No,No
Q16658,FSCN1,No,No,No
Q16659,MAPK6,No,No,No
Q16665,HIF1A,No,No,No
Q16667,CDKN3,No,No,No
Q16670,ZSCAN26,No,No,No
Q16676,FOXD1,No,No,No
Q16678,CYP1B1,No,No,No
Q16698,DECR1,No,No,No
Q16706,MAN2A1,No,No,No
Q16718,NDUFA5,No,No,No
Q16720,ATP2B3,No,No,No
Q16739,UGCG,No,No,No
Q16740,CLPP,No,No,No
Q16760,DGKD,No,No,No
Q16762,TST,No,No,No
Q16763,UBE2S,No,No,No
Q16773,KYAT1,No,No,No
Q16774,GUK1,No,No,No
Q16775,HAGH,No,No,No
Q16787,LAMA3,No,No,No
Q16795,NDUFA9,No,No,No
Q16798,ME3,No,No,No
Q16799,RTN1,No,No,No
Q16822,PCK2,No,No,No
Q16829,DUSP7,No,No,No
Q16831,UPP1,No,No,No
Q16836,HADH,No,No,No
Q16842,ST3GAL2,No,No,No
Q16850,CYP51A1,No,No,No
Q16851,UGP2,No,No,No
Q16854,DGUOK,No,No,No
Q16864,ATP6V1F,No,No,No
Q16875,PFKFB3,No,No,No
Q16877,PFKFB4,No,No,No
Q16880,UGT8,No,No,No
Q16881,TXNRD1,No,No,No
Q16890,TPD52L1,No,No,No
Q16891,IMMT,No,No,No
Q17R31,TATDN3,No,No,No
Q17R89,ARHGAP44,No,No,No
Q17R98,ZNF827,No,No,No
Q17RB0,RTL8B,No,No,No
Q17RN3,FAM98C,No,No,No
Q17RS7,GEN1,No,No,No
Q17RY0,CPEB4,ETP-56035_6hr,No,ETP-56168_6hr
Q18PE1,DOK7,No,No,No
Q19AV6,ZSWIM7,No,No,No
Q1ED39,KNOP1,No,No,No
Q1KMD3,HNRNPUL2,No,No,No
Q1L5Z9,LONRF2,No,No,No
Q1MSJ5,CSPP1,No,No,No
CON__Q1RMN8,IGL@,No,No,No
Q1RMZ1,BMT2,No,No,No
Q1W6H9,FAM110C,No,No,No
Q1ZZU3,SWI5,No,No,No
Q24JP5,TMEM132A,No,No,No
Q27J81,INF2,No,No,No
CON__Q28065,C4BPA,No,No,No
CON__Q28085,CFH,No,No,No
CON__Q28107,F5,No,No,No
CON__Q28194,,No,No,No
CON__Q29443,TF,No,No,No
Q29980,MICB,No,No,No
Q29983,MICA,No,No,No
Q29RF7,PDS5A,No,No,No
CON__Q29RQ1,C7,No,No,No
CON__Q2HJF0,LOC525947,No,No,No
Q2KHM9,KIAA0753,No,No,No
Q2KHR2,RFX7,No,No,No
Q2KHR3,QSER1,No,No,No
Q2KHT3,CLEC16A,No,No,No
CON__Q2KIF2,LRG1,No,No,No
CON__Q2KIH2,APON,No,No,No
CON__Q2KIS7,CLEC3B,No,No,No
CON__Q2KIT0,,No,No,No
CON__Q2KJC7,POSTN,No,No,No
CON__Q2KJF1,A1BG,No,No,No
Q2LD37,KIAA1109,No,No,No
Q2M1Z3,ARHGAP31,No,No,No
Q2M296,MTHFSD,No,No,No
Q2M2I8,AAK1,No,No,No
Q2M2Z5,KIZ,No,No,No
Q2M389,WASHC4,No,No,No
Q2M3G4,SHROOM1,No,No,No
Q2M3R5,SLC35G1,No,No,No
Q2MV58,TCTN1,No,No,No
Q2NKJ3,CTC1,No,No,No
Q2NKX8,ERCC6L,No,No,No
Q2NKX9,C2orf68,No,No,No
Q2NL68,PROSER3,No,No,No
Q2NL82,TSR1,No,No,No
Q2NL98,VMAC,DMSO_6hr,DMSO_6hr,No
Q2PPJ7,RALGAPA2,No,No,No
Q2PZI1,DPY19L1,No,No,No
Q2QGD7,ZXDC,No,No,No
Q2QL34,MPV17L,No,No,No
Q2T9J0,TYSND1,No,No,No
Q2TAA2,IAH1,No,No,No
Q2TAA5,ALG11,No,No,No
Q2TAC2,CCDC57,No,No,No
Q2TAK8,PWWP3A,No,No,No
Q2TAL8,QRICH1,No,No,No
Q2TAM9,TUSC1,No,No,No
Q2TAY7,SMU1,No,No,No
Q2TAZ0,ATG2A,No,No,No
Q2TB10,ZNF800,No,No,No
Q2TB18,ASTE1,No,No,No
Q2TB90,HKDC1,No,No,No
Q2TBE0,CWF19L2,No,No,No
CON__Q2UVX4,C3,No,No,No
Q2V2M9,FHOD3,No,No,No
Q2VPB7,AP5B1,No,No,No
Q2VPK5,CTU2,No,No,No
Q2VYF4,LETM2,No,No,No
Q2YD98,UVSSA,No,No,No
Q30201,HFE,No,No,No
Q32M78,ZNF699,No,No,No
Q32M88,PGGHG,No,No,No
Q32MZ4,LRRFIP1,No,No,No
Q32NB8,PGS1,No,No,No
Q32NC0,C18orf21,No,No,No
Q32P28,P3H1,No,No,No
Q32P41,TRMT5,No,No,No
Q32P44,EML3,No,No,No
Q32P51,HNRNPA1L2,No,No,No
CON__Q32PI4,CFI,No,No,No
CON__Q32PJ2,APOA4,No,No,No
Q330K2,NDUFAF6,No,No,No
Q38SD2,LRRK1,No,No,No
Q3B726,POLR1F,No,No,No
Q3B7J2,GFOD2,No,No,No
Q3B7T1,EDRF1,No,No,No
Q3B820,FAM161A,No,No,No
Q3KNV8,PCGF3,No,No,No
Q3KP31,ZNF791,No,No,No
Q3KP66,INAVA,No,No,No
Q3KQU3,MAP7D1,No,No,No
Q3KQV9,UAP1L1,No,No,No
Q3KQZ1,SLC25A35,No,No,No
Q3KR37,GRAMD1B,No,No,No
Q3KRA6,C2orf76,No,No,No
Q3KRA9,ALKBH6,No,No,No
CON__Q3KUS7,BF,No,No,No
Q3L8U1,CHD9,No,No,No
Q3LIE5,ADPRM,No,ETP-56328_6hr,No
Q3LXA3,TKFC,No,No,No
Q3MHD2,LSM12,No,No,No
CON__Q3MHH8,AMY2A,No,No,No
CON__Q3MHN2,C9,No,No,No
CON__Q3MHN5,GC,No,No,No
Q3MII6,TBC1D25,No,No,No
Q3MIN7,RGL3,No,No,No
Q3MIP1,ITPRIPL2,No,No,No
Q3MIT2,PUS10,No,No,No
Q3MIX3,ADCK5,No,No,No
CON__Q3SX14,GSN,No,No,No
Q3SXM5,HSDL1,No,No,No
Q3SXY8,ARL13B,No,No,No
Q3SY56,SP6,No,No,No
Q3SY69,ALDH1L2,No,No,No
Q3SYG4,BBS9,No,No,No
CON__Q3SZ57,AFP,No,No,No
CON__Q3SZH5,AGT,No,No,No
CON__Q3SZR3,ORM1,No,No,No
CON__Q3SZV7,HPX,No,No,No
CON__Q3T052,ITIH4,No,No,No
Q3T8J9,GON4L,No,No,No
Q3T906,GNPTAB,No,No,No
Q3V6T2,CCDC88A,No,No,No
CON__Q3Y5Z3,ADIPOQ,No,No,No
Q3YBR2,TBRG1,No,No,No
Q3YEC7,RABL6,No,No,No
Q3ZAQ7,VMA21,No,No,No
CON__Q3ZBD7,GPI,No,No,No
CON__Q3ZBS7,VTN,No,No,No
