Protein_Group	Genes	Protein_Names	HEK293T_WT_Avg_Peptide_Count	HEK293T_KI_Avg_Peptide_Count	U2OS_WT_Avg_Peptide_Count	U2OS_KI_Avg_Peptide_Count	Species	Intensity_HEK293T_WT_BR1_TR1	Intensity_HEK293T_KI_BR1_TR1	Intensity_U2OS_WT_BR1_TR1	Intensity_U2OS_KI_BR1_TR1
Q9H6H4	REEP4	REEP4_HUMAN	2.0	2.0	6.0	6.0	HUMAN	1841878.8	2080278.1	4257896.5	4288782.5
Q9H6K5	PRR36	PRR36_HUMAN	2.0	0.0	4.0	2.0	HUMAN	25151.295		67546.27	35285.793
Q9H6L2	TMEM231	TM231_HUMAN	0.0	0.0	2.0	2.0	HUMAN			22349.938	58147.18
Q9H6Q4	CIAO3	CIAO3_HUMAN	4.0	4.0	3.0	0.0	HUMAN	492039.84	503653.66	268137.6	
Q9H6R0	DHX33	DHX33_HUMAN	20.0	19.0	20.0	19.0	HUMAN	311394.88	308980.16	450738.34	356695.16
Q9H6R4	NOL6	NOL6_HUMAN	15.0	15.0	19.0	17.0	HUMAN	207662.97	442554.16	621587.56	552937.75
Q9H6R6	ZDHHC6	ZDHC6_HUMAN	4.0	3.0	4.0	4.0	HUMAN	101984.086	94075.9	76497.31	113464.54
Q9H6S0	YTHDC2	YTDC2_HUMAN	20.0	24.0	17.0	20.0	HUMAN	353545.78	880933.75	173823.48	352231.12
Q9H6S3	EPS8L2	ES8L2_HUMAN	0.0	0.0	10.0	9.0	HUMAN			326325.56	221459.98
Q9H6T3	RPAP3	RPAP3_HUMAN	25.0	26.0	24.0	25.0	HUMAN	2132408.2	1819896.5	1502476.0	1447760.8
Q9H6U6	BCAS3	BCAS3_HUMAN	3.0	2.0	3.0	3.0	HUMAN	166811.2	161713.33	134485.89	131429.17
Q9H6U8	ALG9	ALG9_HUMAN	2.0	2.0	2.0	2.0	HUMAN	37253.7	49315.055	47639.883	64340.117
Q9H6W3	RIOX1	RIOX1_HUMAN	0.0	0.0	2.0	3.0	HUMAN			65607.78	24943.273
Q9H6X2	ANTXR1	ANTR1_HUMAN	2.0	4.0	6.0	8.0	HUMAN	607783.7	626152.94	1879968.5	3471199.8
Q9H6Y2	WDR55	WDR55_HUMAN	6.0	5.0	5.0	6.0	HUMAN	181267.14	252810.3	288605.44	310224.53
Q9H6Z4	RANBP3	RANB3_HUMAN	7.0	7.0	6.0	5.0	HUMAN	656342.7	540418.0	202146.42	155571.77
Q9H773	DCTPP1	DCTP1_HUMAN	5.0	5.0	4.0	4.0	HUMAN	1548482.2	1401322.9	330594.25	257287.84
Q9H788	SH2D4A	SH24A_HUMAN	3.0	3.0	0.0	0.0	HUMAN	251654.64	202168.33		
Q9H792	PEAK1	PEAK1_HUMAN	10.0	5.0	26.0	37.0	HUMAN	309149.38	262646.97	836903.1	3349890.0
Q9H7B4	SMYD3	SMYD3_HUMAN	5.0	5.0	4.0	5.0	HUMAN	159490.02	141199.44	177800.92	130950.89
Q9H7C9	AAMDC	AAMDC_HUMAN	4.0	4.0	4.0	2.0	HUMAN	211500.42	237757.48	81062.72	101767.24
Q9H7D0	DOCK5	DOCK5_HUMAN	0.0	0.0	5.0	2.0	HUMAN			72257.0	105712.92
Q9H7D7	WDR26	WDR26_HUMAN	12.0	12.0	8.0	11.0	HUMAN	475787.97	516299.97	247141.62	336954.66
Q9H7E2	TDRD3	TDRD3_HUMAN	24.0	23.0	22.0	21.0	HUMAN	3772831.2	3750436.5	2577012.5	2004262.1
Q9H7E9	C8orf33	CH033_HUMAN	6.0	6.0	7.0	7.0	HUMAN	296292.62	403131.9	243036.92	347949.28
Q9H7F0	ATP13A3	AT133_HUMAN	2.0	2.0	2.0	0.0	HUMAN	46585.316	62678.19	40468.703	
Q9H7H0	METTL17	MET17_HUMAN	0.0	0.0	4.0	0.0	HUMAN			152506.03	
Q9H7L9	SUDS3	SDS3_HUMAN	7.0	7.0	6.0	6.0	HUMAN	757169.8	737880.7	1163387.1	693875.7
Q9H7N4	SCAF1	SFR19_HUMAN	6.0	7.0	8.0	6.0	HUMAN	1198131.2	1426931.6	2045841.0	1852962.0
Q9H7P9	PLEKHG2	PKHG2_HUMAN	0.0	0.0	2.0	2.0	HUMAN			136071.81	105297.54
Q9H7S9	ZNF703	ZN703_HUMAN	2.0	3.0	0.0	0.0	HUMAN	193954.48	202895.86		
Q9H7U1	CCSER2	CCSE2_HUMAN	4.0	6.0	10.0	12.0	HUMAN	919347.1	863898.56	2653282.8	3603944.2
Q9H7X7	IFT22	IFT22_HUMAN	2.0	2.0	2.0	0.0	HUMAN	124636.13	144717.42	91987.36	
Q9H7Z3	NRDE2	NRDE2_HUMAN	6.0	5.0	5.0	3.0	HUMAN	115527.02	170805.31	105290.31	64667.47
Q9H7Z6	KAT8	KAT8_HUMAN	6.0	5.0	6.0	4.0	HUMAN	379842.4	383950.72	423752.38	318465.0
Q9H7Z7	PTGES2	PGES2_HUMAN	11.0	10.0	11.0	11.0	HUMAN	323694.0	379411.72	402152.78	478804.47
Q9H813	PACC1	PACC1_HUMAN	7.0	4.0	6.0	5.0	HUMAN	741966.2	763785.7	587327.3	447949.6
Q9H814	PHAX	PHAX_HUMAN	11.0	12.0	12.0	12.0	HUMAN	1676560.8	1756371.1	1166933.5	1369759.6
Q9H816	DCLRE1B	DCR1B_HUMAN	0.0	0.0	2.0	2.0	HUMAN			6334.053	5294.6562
Q9H832	UBE2Z	UBE2Z_HUMAN	2.0	2.0	2.0	2.0	HUMAN	149584.62	249510.73	366861.03	279648.9
Q9H845	ACAD9	ACAD9_HUMAN	24.0	25.0	23.0	20.0	HUMAN	16857428.0	19130648.0	10624346.0	12143280.0
Q9H857	NT5DC2	NT5D2_HUMAN	22.0	21.0	22.0	20.0	HUMAN	1262247.6	1243079.4	820327.94	851627.8
Q9H871	RMND5A	RMD5A_HUMAN	0.0	2.0	0.0	0.0	HUMAN		68106.836		
Q9H875	PRKRIP1	PKRI1_HUMAN	10.0	9.0	10.0	10.0	HUMAN	1386421.6	904527.75	2287173.2	1994610.6
Q9H892	TTC12	TTC12_HUMAN	2.0	2.0	0.0	0.0	HUMAN	17244.406	25840.701		
Q9H8E8	KAT14	CSR2B_HUMAN	2.0	2.0	2.0	0.0	HUMAN	79691.51	150382.94	179234.72	
Q9H8G2	CAAP1	CAAP1_HUMAN	3.0	3.0	2.0	2.0	HUMAN	369676.28	333913.62	279678.2	545097.4
Q9H8H0	NOL11	NOL11_HUMAN	13.0	17.0	19.0	18.0	HUMAN	589188.9	896980.44	1306824.0	1142107.6
Q9H8H2	DDX31	DDX31_HUMAN	2.0	2.0	3.0	2.0	HUMAN	146921.1	98613.8	172825.4	150766.11
Q9H8H3	METTL7A	MET7A_HUMAN	0.0	2.0	0.0	0.0	HUMAN		68868.984		
Q9H8M1	COQ10B	CQ10B_HUMAN	0.0	2.0	2.0	0.0	HUMAN		52959.715	43244.938	
Q9H8M2	BRD9	BRD9_HUMAN	2.0	0.0	0.0	0.0	HUMAN	70559.41			
Q9H8M7	MINDY3	MINY3_HUMAN	2.0	2.0	2.0	2.0	HUMAN	54734.965	106525.82	30088.297	33898.535
Q9H8N7	ZNF395	ZN395_HUMAN	2.0	0.0	2.0	2.0	HUMAN	17917.44		41401.992	35010.348
Q9H8T0	AKTIP	AKTIP_HUMAN	3.0	4.0	3.0	3.0	HUMAN	231227.0	444849.06	342867.25	344428.0
Q9H8V3	ECT2	ECT2_HUMAN	5.0	5.0	6.0	5.0	HUMAN	161992.9	284215.56	435024.66	310083.75
Q9H8W3	FAM204A	F204A_HUMAN	9.0	8.0	11.0	9.0	HUMAN	967773.9	918737.5	874866.8	578868.5
Q9H8X2	IPPK	IPPK_HUMAN	0.0	2.0	3.0	3.0	HUMAN		25646.412	44946.434	41405.766
Q9H8Y5	ANKZF1	ANKZ1_HUMAN	4.0	4.0	6.0	5.0	HUMAN	89620.625	71485.78	124264.27	68585.72
Q9H8Y8	GORASP2	GORS2_HUMAN	5.0	4.0	5.0	3.0	HUMAN	344683.5	354570.47	258424.16	319686.06
Q9H900	ZWILCH	ZWILC_HUMAN	9.0	10.0	9.0	8.0	HUMAN	144013.03	216314.8	167597.4	173516.75
Q9H910	JPT2	JUPI2_HUMAN	8.0	8.0	8.0	8.0	HUMAN	2621754.0	2045947.5	2606017.0	2144740.0
Q9H930	SP140L	SP14L_HUMAN	0.0	0.0	2.0	2.0	HUMAN			244914.8	289704.28
Q9H936	SLC25A22	GHC1_HUMAN	7.0	7.0	7.0	6.0	HUMAN	1463751.6	1850789.1	1509974.4	1218209.4
Q9H944	MED20	MED20_HUMAN	5.0	4.0	5.0	4.0	HUMAN	450940.0	554064.75	248326.9	282535.78
Q9H967	WDR76	WDR76_HUMAN	0.0	0.0	0.0	2.0	HUMAN				23787.535
Q9H974	QTRT2	QTRT2_HUMAN	4.0	2.0	2.0	0.0	HUMAN	252143.83	172804.9	127814.04	
Q9H981	ACTR8	ARP8_HUMAN	8.0	7.0	4.0	4.0	HUMAN	208502.34	218449.14	89065.164	72581.49
Q9H987	SYNPO2L	SYP2L_HUMAN	0.0	0.0	5.0	8.0	HUMAN			81079.77	241253.84
Q9H992	MARCHF7	MARH7_HUMAN	5.0	0.0	5.0	6.0	HUMAN	77914.19		89623.734	108486.85
Q9H9A5	CNOT10	CNO10_HUMAN	14.0	14.0	14.0	15.0	HUMAN	720118.8	718461.7	454283.53	528488.44
Q9H9A6	LRRC40	LRC40_HUMAN	26.0	28.0	25.0	21.0	HUMAN	974021.7	983293.56	381161.0	295455.84
Q9H9B1	EHMT1	EHMT1_HUMAN	3.0	4.0	5.0	4.0	HUMAN	48971.965	40977.516	73360.57	51233.66
Q9H9B4	SFXN1	SFXN1_HUMAN	20.0	20.0	20.0	19.0	HUMAN	3044761.8	2652743.0	2057293.0	1876965.9
Q9H9C1	VIPAS39	SPE39_HUMAN	2.0	2.0	4.0	3.0	HUMAN	61603.58	79935.81	79440.65	67354.125
Q9H9E3	COG4	COG4_HUMAN	8.0	6.0	4.0	6.0	HUMAN	284467.75	293290.2	268817.0	262313.16
Q9H9F9	ACTR5	ARP5_HUMAN	3.0	3.0	2.0	3.0	HUMAN	114546.99	117525.85	138808.83	91693.414
Q9H9G7	AGO3	AGO3_HUMAN	5.0	6.0	10.0	7.0	HUMAN	211526.4	224896.69	298320.16	216925.89
Q9H9H4	VPS37B	VP37B_HUMAN	2.0	0.0	2.0	0.0	HUMAN	104282.67		35242.25	
Q9H9J2	MRPL44	RM44_HUMAN	9.0	9.0	8.0	8.0	HUMAN	746881.75	740554.9	901532.1	591376.3
Q9H9J4	USP42	UBP42_HUMAN	0.0	0.0	2.0	2.0	HUMAN			45346.83	28949.727
Q9H9L4	KANSL2	KANL2_HUMAN	0.0	0.0	2.0	3.0	HUMAN			68491.81	79056.41
Q9H9P8	L2HGDH	L2HDH_HUMAN	5.0	8.0	9.0	7.0	HUMAN	171132.56	219373.83	312083.75	312015.25
Q9H9Q2	COPS7B	CSN7B_HUMAN	6.0	6.0	6.0	6.0	HUMAN	709655.3	572836.7	390328.34	238770.75
Q9H9Q4	NHEJ1	NHEJ1_HUMAN	3.0	2.0	4.0	3.0	HUMAN	372700.28	303315.56	413475.34	441373.16
Q9H9S3	SEC61A2	S61A2_HUMAN	4.0	4.0	4.0	4.0	HUMAN	189482.2	162087.81	362488.25	500561.78
Q9H9S5	FKRP	FKRP_HUMAN	6.0	7.0	7.0	6.0	HUMAN	311627.06	292635.34	699182.9	457295.16
Q9H9T3	ELP3	ELP3_HUMAN	21.0	21.0	24.0	23.0	HUMAN	1348647.2	1719063.4	1730660.0	2064072.5
Q9H9V9	JMJD4	JMJD4_HUMAN	2.0	0.0	0.0	0.0	HUMAN	44872.88			
Q9H9Y6	POLR1B	RPA2_HUMAN	25.0	25.0	23.0	23.0	HUMAN	1236421.8	1373642.5	661970.4	741259.6
Q9HA64	FN3KRP	KT3K_HUMAN	9.0	9.0	8.0	9.0	HUMAN	1956184.2	2067449.5	1569722.9	1373546.2
Q9HA65	TBC1D17	TBC17_HUMAN	0.0	0.0	3.0	3.0	HUMAN			150446.25	209334.2
Q9HA77	CARS2	SYCM_HUMAN	2.0	0.0	2.0	2.0	HUMAN	5100.024		8443.34	7713.3154
Q9HA92	RSAD1	RSAD1_HUMAN	12.0	14.0	13.0	11.0	HUMAN	386316.6	430509.2	354415.47	286235.94
Q9HAB8	PPCS	PPCS_HUMAN	0.0	0.0	2.0	2.0	HUMAN			178693.55	95166.234
Q9HAC8	UBTD1	UBTD1_HUMAN	3.0	3.0	4.0	4.0	HUMAN	97586.59	89818.48	453287.3	662063.1
Q9HAD4	WDR41	WDR41_HUMAN	10.0	8.0	6.0	7.0	HUMAN	471878.9	573417.1	334456.47	215075.52
Q9HAF1	MEAF6	EAF6_HUMAN	8.0	7.0	7.0	6.0	HUMAN	3405205.8	3083123.8	3578762.8	4430040.5
Q9HAJ7	SAP30L	SP30L_HUMAN	4.0	3.0	3.0	4.0	HUMAN	732339.8	647347.5	959122.25	856500.06
Q9HAP2	MLXIP	MLXIP_HUMAN	2.0	2.0	2.0	0.0	HUMAN	28744.836	25966.695	11802.957	
Q9HAS0	C17orf75	NJMU_HUMAN	6.0	5.0	2.0	4.0	HUMAN	201929.58	314936.2	95666.77	172537.55
Q9HAU0	PLEKHA5	PKHA5_HUMAN	23.0	46.0	34.0	35.0	HUMAN	330259.22	28377750.0	1012214.25	1074660.6
Q9HAU4	SMURF2	SMUF2_HUMAN	5.0	6.0	14.0	17.0	HUMAN	157005.42	128705.195	373475.6	405860.03
Q9HAU5	UPF2	RENT2_HUMAN	33.0	31.0	40.0	38.0	HUMAN	1952535.1	1589939.8	4782360.0	4590584.0
Q9HAV0	GNB4	GBB4_HUMAN	7.0	7.0	9.0	9.0	HUMAN	3623425.2	2991973.2	9342430.0	20218282.0
Q9HAV4	XPO5	XPO5_HUMAN	33.0	34.0	30.0	33.0	HUMAN	3625978.0	3952640.5	3347265.2	3664657.8
Q9HAV7	GRPEL1	GRPE1_HUMAN	5.0	5.0	2.0	3.0	HUMAN	440178.56	536193.1	152264.62	122696.54
Q9HAW4	CLSPN	CLSPN_HUMAN	27.0	26.0	26.0	24.0	HUMAN	836624.9	730928.06	807393.1	753049.8
Q9HB07	MYG1	MYG1_HUMAN	4.0	4.0	4.0	3.0	HUMAN	176183.95	307357.5	135377.17	114440.914
Q9HB21	PLEKHA1	PKHA1_HUMAN	3.0	3.0	3.0	3.0	HUMAN	289790.0	227681.69	152050.89	156191.45
Q9HB40	SCPEP1	RISC_HUMAN	6.0	6.0	4.0	2.0	HUMAN	438184.66	475774.53	191390.08	169043.89
Q9HB66	MKKS	Q9HB66_HUMAN	2.0	0.0	2.0	0.0	HUMAN	180197.8		257082.9	
Q9HB71	CACYBP	CYBP_HUMAN	13.0	12.0	12.0	9.0	HUMAN	4073288.5	4224272.0	2222252.2	1704594.1
Q9HB90	RRAGC	RRAGC_HUMAN	6.0	5.0	6.0	6.0	HUMAN	265936.88	240199.2	236698.95	257319.88
Q9HBG4	ATP6V0A4	VPP4_HUMAN	0.0	0.0	2.0	0.0	HUMAN			45402.953	
Q9HBG6	IFT122	IF122_HUMAN	0.0	4.0	4.0	3.0	HUMAN		158154.84	184171.1	172562.4
Q9HBH0	RHOF	RHOF_HUMAN	2.0	0.0	4.0	4.0	HUMAN	115189.45		722652.1	435737.3
Q9HBH1	PDF	DEFM_HUMAN	10.0	9.0	10.0	9.0	HUMAN	3262730.5	2875373.2	2965132.8	3082741.0
Q9HBH5	RDH14	RDH14_HUMAN	9.0	9.0	8.0	7.0	HUMAN	623812.1	633135.2	630662.06	501525.97
Q9HBI0	PARVG	PARVG_HUMAN	0.0	0.0	3.0	2.0	HUMAN			874011.3	1648871.4
Q9HBI1	PARVB	PARVB_HUMAN	4.0	3.0	2.0	0.0	HUMAN	299326.28	263003.03	107546.33	
Q9HBL0	TNS1	TENS1_HUMAN	2.0	0.0	44.0	54.0	HUMAN	76255.555		1087661.9	4155295.0
Q9HBL7	PLGRKT	PLRKT_HUMAN	7.0	8.0	8.0	8.0	HUMAN	1034246.94	1357906.0	2035524.2	2355019.2
Q9HBM1	SPC25	SPC25_HUMAN	8.0	6.0	9.0	9.0	HUMAN	324898.6	261883.55	424131.97	539959.1
Q9HBM6	TAF9B	TAF9B_HUMAN	2.0	2.0	0.0	0.0	HUMAN	87252.03	101652.77		
Q9HC07	TMEM165	TM165_HUMAN	4.0	5.0	5.0	3.0	HUMAN	222651.05	131653.95	146457.88	162028.06
Q9HC21	SLC25A19	TPC_HUMAN	6.0	5.0	9.0	9.0	HUMAN	130020.54	198293.12	418612.1	283015.1
Q9HC35	EML4	EMAL4_HUMAN	26.0	22.0	24.0	22.0	HUMAN	1859870.6	1634968.1	1565690.4	1731484.1
Q9HC36	MRM3	MRM3_HUMAN	3.0	3.0	2.0	0.0	HUMAN	31755.158	32328.021	10797.813	
Q9HC38	GLOD4	GLOD4_HUMAN	5.0	4.0	5.0	5.0	HUMAN	419727.44	363041.72	238043.92	140611.64
Q9HC44	GPBP1L1	GPBL1_HUMAN	8.0	8.0	9.0	8.0	HUMAN	438268.28	407160.1	507046.84	396033.56
Q9HC52	CBX8	CBX8_HUMAN	14.0	12.0	14.0	14.0	HUMAN	847123.6	959373.94	4249698.5	2624440.8
Q9HC56	PCDH9	PCDH9_HUMAN	3.0	3.0	0.0	0.0	HUMAN	188221.48	191332.33		
Q9HC62	SENP2	SENP2_HUMAN	9.0	9.0	8.0	6.0	HUMAN	341821.62	361281.88	223730.48	197893.77
Q9HC77	CENPJ	CENPJ_HUMAN	5.0	2.0	4.0	5.0	HUMAN	183578.42	184885.97	403689.84	192820.03
Q9HC84	MUC5B	MUC5B_HUMAN	3.0	2.0	5.0	0.0	HUMAN	87161.1	89032.55	118543.71	
Q9HC98	NEK6	NEK6_HUMAN	4.0	4.0	5.0	4.0	HUMAN	408781.22	490860.03	818898.56	878052.4
Q9HCC0	MCCC2	MCCB_HUMAN	18.0	18.0	15.0	14.0	HUMAN	576590.1	550806.6	260718.53	236840.9
Q9HCD5	NCOA5	NCOA5_HUMAN	40.0	39.0	41.0	36.0	HUMAN	15633030.0	15095307.0	19739684.0	14076257.0
Q9HCD6	TANC2	TANC2_HUMAN	5.0	7.0	14.0	14.0	HUMAN	43449.176	46665.926	96625.445	137021.78
Q9HCE1	MOV10	MOV10_HUMAN	11.0	16.0	15.0	16.0	HUMAN	247891.31	361179.0	335158.0	523388.28
Q9HCE3	ZNF532	ZN532_HUMAN	0.0	0.0	3.0	2.0	HUMAN			68227.16	56171.082
Q9HCE5	METTL14	MET14_HUMAN	12.0	11.0	12.0	12.0	HUMAN	1572187.9	1347575.9	2463759.8	2106382.5
Q9HCE7	SMURF1	SMUF1_HUMAN	0.0	0.0	2.0	0.0	HUMAN			143745.17	
Q9HCG8	CWC22	CWC22_HUMAN	35.0	32.0	32.0	32.0	HUMAN	4600640.0	4132792.5	4886412.5	4110536.8
Q9HCH0	NCKAP5L	NCK5L_HUMAN	2.0	2.0	3.0	3.0	HUMAN	50857.492	53790.18	111781.02	107696.04
Q9HCH5	SYTL2	SYTL2_HUMAN	0.0	0.0	4.0	4.0	HUMAN			265761.0	261793.62
Q9HCI7	MSL2	MSL2_HUMAN	6.0	7.0	6.0	6.0	HUMAN	232464.42	266111.56	590973.44	318975.0
Q9HCJ3	RAVER2	RAVR2_HUMAN	2.0	2.0	2.0	0.0	HUMAN	44798.66	100086.08	15225.646	
Q9HCK1	ZDBF2	ZDBF2_HUMAN	2.0	3.0	3.0	0.0	HUMAN	123042.71	458879.88	365034.75	
Q9HCK8	CHD8	CHD8_HUMAN	31.0	31.0	32.0	30.0	HUMAN	4631213.5	3496836.8	3579150.2	2498499.0
Q9HCL2	GPAM	GPAT1_HUMAN	2.0	3.0	6.0	6.0	HUMAN	114824.58	179799.7	175303.7	302175.9
Q9HCM1	RESF1	RESF1_HUMAN	3.0	0.0	4.0	0.0	HUMAN	187284.83		77951.695	
Q9HCM3	KIAA1549	K1549_HUMAN	5.0	3.0	0.0	0.0	HUMAN	79755.75	47505.152		
Q9HCM4	EPB41L5	E41L5_HUMAN	7.0	5.0	8.0	8.0	HUMAN	273260.94	158384.56	513487.88	394153.22
Q9HCM9	TRIM39	TRI39_HUMAN	0.0	0.0	0.0	2.0	HUMAN				2509.9766
Q9HCN4	GPN1	GPN1_HUMAN	6.0	6.0	6.0	6.0	HUMAN	380246.1	369807.62	322248.25	551894.25
Q9HCN8	SDF2L1	SDF2L_HUMAN	3.0	2.0	2.0	0.0	HUMAN	115347.836	126489.78	116127.16	
Q9HCP0	CSNK1G1	KC1G1_HUMAN	3.0	2.0	4.0	3.0	HUMAN	104674.15	116552.91	425450.0	442037.5
Q9HCS7	XAB2	SYF1_HUMAN	18.0	16.0	21.0	21.0	HUMAN	848136.4	910538.8	946350.7	1020428.94
Q9HCU4	CELSR2	CELR2_HUMAN	0.0	2.0	2.0	0.0	HUMAN		36127.31	262838.72	
Q9HCU5	PREB	PREB_HUMAN	14.0	13.0	15.0	16.0	HUMAN	747512.4	644329.06	1339438.4	1136909.5
Q9HCU9	BRMS1	BRMS1_HUMAN	3.0	3.0	3.0	3.0	HUMAN	92665.195	185699.83	155085.81	279309.25
Q9HCY8	S100A14	S10AE_HUMAN	4.0	7.0	7.0	7.0	HUMAN	207659.38	763075.94	568111.9	428028.84
Q9HD15	SRA1	SRA1_HUMAN	2.0	0.0	0.0	0.0	HUMAN	41252.625			
Q9HD20	ATP13A1	AT131_HUMAN	12.0	14.0	5.0	9.0	HUMAN	258810.67	223543.34	105219.98	80196.94
Q9HD23	MRS2	MRS2_HUMAN	2.0	2.0	0.0	0.0	HUMAN	28559.793	30006.125		
Q9HD26	GOPC	GOPC_HUMAN	12.0	13.0	9.0	9.0	HUMAN	416343.47	1013186.3	371705.62	331767.12
Q9HD33	MRPL47	RM47_HUMAN	3.0	5.0	7.0	7.0	HUMAN	162552.27	221330.17	229401.36	167841.4
Q9HD34	LYRM4	LYRM4_HUMAN	3.0	2.0	3.0	4.0	HUMAN	208645.36	120091.09	196065.48	174868.61
Q9HD42	CHMP1A	CHM1A_HUMAN	8.0	8.0	8.0	8.0	HUMAN	4672112.5	3753386.2	4625630.0	5468500.0
Q9HD45	TM9SF3	TM9S3_HUMAN	12.0	13.0	13.0	13.0	HUMAN	1138722.5	1276941.5	1233268.8	1396459.4
Q9HD64	XAGE1B	XAGE1_HUMAN	0.0	0.0	5.0	5.0	HUMAN			9952182.0	13124351.0
Q9HD67	MYO10	MYO10_HUMAN	0.0	0.0	7.0	17.0	HUMAN			207164.12	859445.3
Q9HDC5	JPH1	JPH1_HUMAN	9.0	8.0	5.0	3.0	HUMAN	302229.0	267038.8	87142.15	117155.77
Q9HDC9	APMAP	APMAP_HUMAN	13.0	12.0	13.0	12.0	HUMAN	798093.1	897592.25	1978694.8	1504073.1
Q9NNW5	WDR6	WDR6_HUMAN	16.0	17.0	18.0	18.0	HUMAN	3197105.5	2713955.8	2828096.2	2358664.2
Q9NNX1	TUFT1	TUFT1_HUMAN	2.0	2.0	6.0	7.0	HUMAN	56884.85	160554.05	203189.25	338257.7
Q9NP55	BPIFA1	BPIA1_HUMAN	0.0	3.0	5.0	4.0	HUMAN		160806.53	628657.7	126589.914
Q9NP58	ABCB6	ABCB6_HUMAN	0.0	2.0	0.0	0.0	HUMAN		62666.41		
Q9NP61	ARFGAP3	ARFG3_HUMAN	14.0	12.0	14.0	14.0	HUMAN	941517.3	699336.7	606874.7	710029.8
Q9NP64	ZCCHC17	NO40_HUMAN	2.0	0.0	2.0	2.0	HUMAN	109295.22		168496.28	160721.11
Q9NP66	HMG20A	HM20A_HUMAN	5.0	6.0	5.0	5.0	HUMAN	148269.23	168283.45	209723.22	136233.81
Q9NP72	RAB18	RAB18_HUMAN	7.0	7.0	8.0	7.0	HUMAN	1049865.0	921934.2	3629092.8	4133435.2
Q9NP73	ALG13	ALG13_HUMAN	13.0	15.0	11.0	6.0	HUMAN	809708.9	1014999.56	185988.28	223323.7
Q9NP79	VTA1	VTA1_HUMAN	7.0	6.0	7.0	8.0	HUMAN	786567.06	820057.75	443819.03	675021.75
Q9NP80	PNPLA8	PLPL8_HUMAN	0.0	4.0	5.0	5.0	HUMAN		119473.31	153878.8	178163.67
Q9NP81	SARS2	SYSM_HUMAN	11.0	11.0	11.0	11.0	HUMAN	288758.16	288717.1	391108.97	443568.97
Q9NP92	MRPS30	RT30_HUMAN	0.0	2.0	2.0	0.0	HUMAN		233246.22	233469.08	
Q9NP97	DYNLRB1	DLRB1_HUMAN	5.0	5.0	5.0	5.0	HUMAN	470792.25	351903.94	317911.34	181415.7
Q9NPA0	EMC7	EMC7_HUMAN	9.0	8.0	9.0	8.0	HUMAN	1244507.6	1510383.8	1477477.1	1847292.0
Q9NPA8	ENY2	ENY2_HUMAN	7.0	6.0	4.0	6.0	HUMAN	9549375.0	9404169.0	3658845.8	5264772.5
Q9NPB8	GPCPD1	GPCP1_HUMAN	2.0	2.0	0.0	0.0	HUMAN	55639.684	16233.74		
Q9NPD3	EXOSC4	EXOS4_HUMAN	6.0	6.0	6.0	6.0	HUMAN	1128336.1	1193240.5	934258.2	1076455.4
Q9NPD8	UBE2T	UBE2T_HUMAN	6.0	6.0	6.0	6.0	HUMAN	1552742.4	1455438.4	665416.6	648924.44
Q9NPE2	NGRN	NGRN_HUMAN	2.0	2.0	2.0	2.0	HUMAN	152326.62	82424.29	78819.555	107814.77
Q9NPE3	NOP10	NOP10_HUMAN	0.0	0.0	2.0	2.0	HUMAN			97157.375	64554.613
Q9NPF4	OSGEP	OSGEP_HUMAN	8.0	8.0	6.0	7.0	HUMAN	741310.06	687697.5	519997.4	177019.27
Q9NPF5	DMAP1	DMAP1_HUMAN	21.0	21.0	21.0	23.0	HUMAN	1204190.5	948502.7	1844150.6	1751483.1
Q9NPG3	UBN1	UBN1_HUMAN	0.0	0.0	5.0	4.0	HUMAN			185552.36	132299.33
Q9NPH2	ISYNA1	INO1_HUMAN	3.0	3.0	0.0	0.0	HUMAN	256301.69	233514.7		
Q9NPH3	IL1RAP	IL1AP_HUMAN	0.0	0.0	0.0	2.0	HUMAN				19944.055
Q9NPI1	BRD7	BRD7_HUMAN	3.0	6.0	3.0	4.0	HUMAN	86749.695	64407.082	67585.95	65225.76
Q9NPI6	DCP1A	DCP1A_HUMAN	8.0	7.0	7.0	7.0	HUMAN	389729.94	347868.22	247343.42	251364.16
Q9NPJ3	ACOT13	ACO13_HUMAN	4.0	4.0	3.0	3.0	HUMAN	295422.1	415835.97	70753.86	98229.54
Q9NPJ4	PNRC2	PNRC2_HUMAN	2.0	2.0	3.0	3.0	HUMAN	343161.0	417257.72	305850.94	435973.28
Q9NPJ6	MED4	MED4_HUMAN	3.0	3.0	3.0	3.0	HUMAN	181770.95	290156.56	188055.55	206977.39
Q9NPL8	TIMMDC1	TIDC1_HUMAN	10.0	10.0	10.0	7.0	HUMAN	670516.75	903454.8	403683.34	284794.28
Q9NPQ8	RIC8A	RIC8A_HUMAN	14.0	13.0	16.0	16.0	HUMAN	778302.7	740206.06	1559225.6	1713260.2
Q9NQ11	ATP13A2	AT132_HUMAN	2.0	3.0	5.0	3.0	HUMAN	36152.777	72979.78	51439.285	76995.91
Q9NQ29	LUC7L	LUC7L_HUMAN	14.0	14.0	14.0	12.0	HUMAN	5800795.5	3352281.2	11738310.0	7504304.5
Q9NQ48	LZTFL1	LZTL1_HUMAN	2.0	2.0	2.0	0.0	HUMAN	46109.457	32373.38	23341.72	
