Protein_Group	Genes	Protein_Names	IgG_dox-_Avg_Peptide_Count	IgG_dox+_Avg_Peptide_Count	AURKA_dox-_Avg_Peptide_Count	AURKA_dox+_Avg_Peptide_Count	Species	Intensity_IgG_dox-_BR1_TR1	Intensity_IgG_dox-_BR1_TR2	Intensity_IgG_dox+_BR1_TR1	Intensity_IgG_dox+_BR1_TR2	Intensity_AURKA_dox-_BR1_TR1	Intensity_AURKA_dox-_BR1_TR2	Intensity_AURKA_dox+_BR1_TR1	Intensity_AURKA_dox+_BR1_TR2	Intensity_IgG_dox-_BR2_TR1	Intensity_IgG_dox-_BR2_TR2	Intensity_IgG_dox+_BR2_TR1	Intensity_IgG_dox+_BR2_TR2	Intensity_AURKA_dox-_BR2_TR1	Intensity_AURKA_dox-_BR2_TR2	Intensity_AURKA_dox+_BR2_TR1	Intensity_AURKA_dox+_BR2_TR2	Intensity_IgG_dox-_BR3_TR1	Intensity_IgG_dox-_BR3_TR2	Intensity_IgG_dox+_BR3_TR1	Intensity_IgG_dox+_BR3_TR2	Intensity_AURKA_dox-_BR3_TR1	Intensity_AURKA_dox-_BR3_TR2	Intensity_IgG_dox-_BR4_TR1	Intensity_IgG_dox-_BR4_TR2	Intensity_IgG_dox+_BR4_TR1	Intensity_IgG_dox+_BR4_TR2	Intensity_AURKA_dox-_BR4_TR1	Intensity_AURKA_dox-_BR4_TR2	Intensity_AURKA_dox+_BR4_TR1	Intensity_AURKA_dox+_BR4_TR2
A4D1E9	GTPBP10	GTPBA_HUMAN	0.125	0.125	1.0	1.1666666666666667	HUMAN					3848.3687	1492.3254	4862.0117	5412.5034					7944.517	11283.174			3037.2695		1066.0697								10960.842	2334.512	14194.576	12726.24
A4D1P6	WDR91	WDR91_HUMAN	0.875	0.75	0.875	1.6666666666666667	HUMAN		191587.47		5952.453	206939.08	3431.7327	6138.883	4586.2812		2568.2961		2956.0664	6490.3657	364325.38	2718.5503	6682.4326	44694.58	3217.7485	4971.887	6033.8633				233271.9			2257.8352		6986.0576	200845.84
A4D1U4	DENND11	DEN11_HUMAN	0.375	0.625	0.75	0.6666666666666666	HUMAN		32553.982		21370.242	1997.7217	37183.64	47437.66	4221.6226		21474.406		5835.988		4744.833	685.32056			17146.674	1212.3512	14169.961							56437.984	28549.18	971.27234	
A5D8V6	VPS37C	VP37C_HUMAN	0.625	0.75	1.625	1.0	HUMAN			7478.9917	3621.806	258833.88	296548.62	77062.766	224695.69	2943.8801	151688.19			226657.36	487035.7		2842.87		263272.94	215864.84		3908.1667			7332.021	125258.36	6929.895	507240.75	95071.58	9272.723	
A5PLN9	TRAPPC13	TPC13_HUMAN	1.0	1.25	1.125	1.3333333333333333	HUMAN	138244.48	106020.516	384977.12	273812.53	376239.53	71743.59	197110.52	494018.88		52629.957	167992.25	28618.855	476293.1	594098.2	40024.895	45331.37	172738.9	36955.81	235831.22					145084.67	191100.4	70549.54	255280.06		474048.7	50236.363
A5YKK6	CNOT1	CNOT1_HUMAN	30.75	37.75	61.375	69.33333333333333	HUMAN	2206594.5	4206753.0	6085700.5	5855890.0	29969926.0	24470568.0	57066370.0	46090188.0	1509994.9	4444122.5	6212785.5	1613711.4	51671196.0	33016244.0	17313964.0	9494936.0	2196293.0	5130194.0	24371248.0	5696846.0	4548451.0	2308428.8	1626190.4	4593250.5	3342803.0	2399380.2	21698390.0	21618082.0	46109100.0	32294048.0
A6NCE7;Q9GZQ8	MAP1LC3B;MAP1LC3B2	MLP3B_HUMAN;MP3B2_HUMAN	0.625	0.5	1.0	1.0	HUMAN		77938.19	52550.047	1635.0576		57176.297	52516.19		12088.458	59929.184		48502.98	249989.42	238250.16	55853.73		47289.938	93012.88		37943.77	96286.73						45258.28	68138.68	157567.34	108671.4
A6ND36	FAM83G	FA83G_HUMAN	1.5	1.0	2.5	2.5	HUMAN			17543.125	4450.307	19056.38	12844.37	28907.271	13294.215	7626.552	7705.6646			134514.31	48187.094	15078.348	5306.0586	7012.4688	8237.154	12901.365	17640.102	12805.833	5310.1826	6567.5923	8501.145			20390.309	11394.652	33730.586	2985.429
A6NDG6	PGP	PGP_HUMAN	1.875	2.125	1.375	2.1666666666666665	HUMAN	35146.28	77661.31	134332.78	138116.11	13601.234	51515.945	85379.38	88902.47	40753.59	69849.266	88683.91	62268.32	17170.125	56407.367	14900.01	32017.586	51079.582	76318.17	102058.66	50254.727	12789.755	10230.0	3886.095	121856.664	17311.684	85927.375	33722.08	13290.733	86011.47	82050.5
A6NED2	RCCD1	RCCD1_HUMAN	0.25	0.5	0.375	0.3333333333333333	HUMAN			7300.6094	6593.9937			2295.9875			2745.8462		1774.9053	4052.587									1390.1879		4299.0703	2270.071		1574.3391		1192.4829	
A6NFI3	ZNF316	ZN316_HUMAN	0.5	0.75	2.5	2.5	HUMAN					102802.4	115858.195	245408.86	240433.73	28064.557	31637.059			140457.44	139110.08	90077.81	1613.9509	12955.412		32788.555	4592.154	93532.49	44557.695		35244.695	34443.305	2470.5396	207738.12	143534.36	545311.8	62447.72
A6NFQ2	TCAF2	TCAF2_HUMAN	0.25	0.25	0.25	0.16666666666666666	HUMAN		9322.108					13074.156		5614.368		12362.595		10539.074	14557.889												6633.8896				
A6NHR9	SMCHD1	SMHD1_HUMAN	47.375	46.0	52.375	46.0	HUMAN	3607515.0	7056415.0	11555123.0	7544729.0	14912288.0	11914429.0	16948702.0	15002518.0	13187278.0	27400828.0	4624118.5	3170205.2	22857974.0	28724708.0	1754338.9	733943.75	3826106.2	11165636.0	15448078.0	12387604.0	2786440.5	3077080.8	4438930.5	9937153.0	7372207.5	6215269.0	15317729.0	8413240.0	15390472.0	11410658.0
A6NI28	ARHGAP42	RHG42_HUMAN	0.375	0.625	0.375	0.16666666666666666	HUMAN				8365.272	11556.135		18690.94						20544.752	3608.1265			12602.635	25839.758	61750.383	16233.225										
A6NIH7	UNC119B	U119B_HUMAN	2.375	2.75	2.25	1.6666666666666667	HUMAN	31792.662	48497.406	103419.945	17498.785	31228.703	51205.996	239483.05	85696.45	55950.223	152270.6	124881.41	21402.816	304469.97	260696.72	19687.963		276147.6	879404.06	802818.94	1101499.8	151756.44	130686.06	36564.43	215293.81	89557.63	142170.36	167346.2	337854.7	82841.11	219751.38
A6NKD9	CCDC85C	CC85C_HUMAN	7.25	6.5	5.125	4.166666666666667	HUMAN	665822.0	1139496.8	867727.4	1156188.8	278640.16	315069.47	626361.7	524617.6	486774.6	873048.5	533416.7	226255.86	188592.3	878969.0	54034.53	2120.8098	549481.4	453127.44	1098813.0	1062234.0	211150.45	58018.652	340000.47	644172.94	870113.7	339116.28	564433.5	336863.6	371190.84	349296.12
A6NKF1	SAC3D1	SAC31_HUMAN	0.25	0.375	0.75	0.5	HUMAN					176833.19		128264.11	209509.5		119016.625			223302.19	295628.25				2040.5642	224033.77	71512.54	1729.7614						215081.77	156776.33	3415.5298	
A6NMK8	INSYN2B	INY2B_HUMAN	0.0	0.25	0.375	0.3333333333333333	HUMAN						5427651.5	7108535.0												6087179.5								26472.002	21272.398		25319.852
A6NNN8	SLC38A8	S38A8_HUMAN	0.125	0.125	0.0	0.16666666666666666	HUMAN							177527.05					23698.271												29451.117						
A7E2V4	ZSWIM8	ZSWM8_HUMAN	2.125	4.5	12.125	24.166666666666668	HUMAN	24528.096	108162.03	92217.83	3599.4395	2712324.5	627257.6	7005942.5	4370616.5	333240.62	111628.18	81852.56	63365.305	2634335.2	1853108.2	2367582.2	1167491.1	365091.6	272538.34	1697174.2	1296887.4	269536.88	93466.36	48241.023	154195.38	193953.98	86189.06	1510762.0	1448903.8	7086353.0	3781542.8
A7KAX9	ARHGAP32	RHG32_HUMAN	1.25	1.625	3.25	5.0	HUMAN	5406.956	25878.162	35369.19	2876.8088	63256.695	41891.31	118971.7	136156.67	8295.937	4203.4526		7318.8335	101928.81	64190.96	4833.295	3867.6575			28349.143	28782.785	36727.637	3126.4702	4240.748	17845.93	1545.9069		47006.113	24607.021	123998.37	45288.074
A8CG34	POM121C	P121C_HUMAN	1.0	0.875	2.0	1.6666666666666667	HUMAN		76917.66	115785.89	84146.16	177885.95	144907.38	401198.06	165784.03	7743.0176	350020.88		27708.045	524424.25	606833.0		2317.065	35775.03		14322.254	136257.58		39653.86		8182.9385	118863.01		545519.44	441731.06	211828.81	268207.88
A8K2U0	A2ML1	A2ML1_HUMAN	2.125	5.75	10.5	6.5	HUMAN	73966.84		342905.5	655765.94	1082955.5	1006823.94	509949.38	466709.06	19906.98	19750.729	588694.5	437596.94	5607650.0	6096581.0	816047.56	352687.0	52897.188	62253.055	110729.49	44153.445	405075.66	463045.47	135343.73	147134.0	451516.7	511019.72	375420.16	262644.7	543265.4	449694.75
A8K855	EFCAB7	EFCB7_HUMAN	0.5	0.5	3.625	2.1666666666666665	HUMAN					417929.66	394959.2	111255.41	395298.5		59142.07			502713.0	552611.0	17706.387		13228.291		88606.39	106854.57	61721.25		19587.027	50557.566	48635.99		475468.97	151502.9	215026.97	144290.14
A8K8P3	SFI1	SFI1_HUMAN	5.375	5.75	2.75	1.6666666666666667	HUMAN	111907.0	266772.38	495658.78	735779.56	592707.2	66150.016	70707.64	136125.77	92497.47	101762.81	237024.08	47138.38	133066.53	980.3668			80189.58	108482.48	337357.0	86663.92	14845.409		88204.91	162157.05	131863.83	110717.836	124636.305	41097.34	166690.28	26903.662
A8MPP1	DDX11L8	D11L8_HUMAN	2.5	2.625	2.5	1.8333333333333333	HUMAN	164527.06	288412.56	379883.53	96739.32	285617.5	212532.84	79751.2	301624.5	269587.03	387708.84	261495.95	78342.08	265971.06	404200.16			25743.41	217204.34	546080.1	351022.7	221566.53	103183.0		366341.12	365074.25	436012.62	219203.34	190206.97	352157.16	233813.02
A8MT69	CENPX	CENPX_HUMAN	0.25	0.625	0.875	0.6666666666666666	HUMAN			29397.873	14210.692	1555361.8					90382.96			1274067.4	1124280.5	26313.053	67571.72		32726.975	41216.074		21383.877				16207.039	8892.729		27652.084	32202.596	19607.508
A8MTY0	ZNF724	ZN724_HUMAN	0.25	0.0	1.25	0.6666666666666666	HUMAN					3469.462	504666.47	3151.1296	4071.9824	1023.3932				397000.25	1068.5245				4113.346				772.53955					643981.25	464238.16		317321.28
A8MW92	PHF20L1	P20L1_HUMAN	0.0	0.5	1.625	1.6666666666666667	HUMAN					31855.422	8432.615	59225.64	411980.7					47646.258	27221.307					1464.8805	17689.164	8355.428	13534.388			219144.64		34371.105	347403.28	823634.9	4956.6245
A8MWD9;P62308	SNRPG;SNRPGP15	RUXGL_HUMAN;RUXG_HUMAN	3.75	3.875	6.5	7.0	HUMAN	1781786.2	2570002.0	4171201.5	3371172.5	30361052.0	20961134.0	13854452.0	24283716.0	5754100.5	8609869.0	1898661.8	1968805.2	26251244.0	21985476.0	23075488.0	21312812.0	1547040.6	1822211.5	2753910.0	3518785.5	16422090.0	10821165.0	2128443.2	3697142.5	4046027.0	1461199.6	27764992.0	15083061.0	29010698.0	21918724.0
B2RTY4	MYO9A	MYO9A_HUMAN	1.5	3.75	5.5	5.333333333333333	HUMAN	19092.285	38620.836	101421.34	166734.5	388988.53	402466.25	477011.88	305516.44	65423.543		428314.72	8135.449	246885.44	398002.84	5386.2983	12975.82	13454.64	37058.77	520921.0	272742.22	40085.266	10289.748		16797.623	22312.799		388375.2	180581.28	508289.3	282212.78
B3EWG3;B3EWG5;B3EWG6	FAM25A;FAM25C;FAM25G	FM25A_HUMAN;FM25C_HUMAN;FM25G_HUMAN	0.0	0.125	0.625	0.3333333333333333	HUMAN					89005.51								661178.2	751480.94												28653.604			349830.47	214856.69
B7ZAQ6;P0CG08	GPR89A;GPR89B	GPHRA_HUMAN;GPHRB_HUMAN	0.0	0.25	0.5	0.16666666666666666	HUMAN				7751.4277									28167.033	25956.818					36962.3								16606.969	18091.723	25797.297	
B9A064	IGLL5	IGLL5_HUMAN	3.625	4.625	5.0	4.0	HUMAN	3259817.0	4365803.0	12618665.0	8262608.5	10098429.0	9065444.0	5239653.5	6289480.5	2064815.4	3849102.2	7037708.5	7324907.0	142454500.0	169108500.0	3995683.0	3552546.0	2503202.2	5305239.5	5260610.5	2845079.8	3824932.0	2944965.0	2916492.5	4331814.0	20102178.0	13244165.0	6395214.0	5065278.5	4769501.0	3412231.5
C4AMC7;Q6VEQ5	WASH2P;WASH3P	WASH2_HUMAN;WASH3_HUMAN	1.625	1.25	1.75	2.0	HUMAN	19626.707	28763.797	85287.914	17697.854	117362.234	98492.6	117277.52	117285.41	49586.9	40606.793	40945.996	15368.569	123925.016	255978.42	46344.297	45539.477	59932.957	140788.53	41646.168	84678.91	38676.227	15915.18	52714.633	33432.965	86444.54		116537.734	44167.117	122868.67	78882.664
C9J069	AJM1	AJM1_HUMAN	0.375	0.125	2.0	2.8333333333333335	HUMAN		3010.2068		11453.105	161968.97	65785.33	291727.56	346479.9					44664.203	3231.5374	22718.121			18677.14					32476.746				23876.29	32755.18	33114.62	48144.43
C9JLW8	MCRIP1	MCRI1_HUMAN	5.625	5.375	7.625	7.166666666666667	HUMAN	1280520.5	2186237.5	2333560.5	3127405.8	30875428.0	22371482.0	10137728.0	9890776.0	1632068.4	3534568.5	2360326.5	784566.6	20786788.0	24235324.0	17205084.0	12753683.0	377708.8	2501198.0	1722967.0	969214.25	9670762.0	6963649.5	1350759.1	2251654.0	2604861.5	1651393.6	21226662.0	14242915.0	16952184.0	13528636.0
E9PAV3	NACA	NACAM_HUMAN	5.125	4.875	5.625	5.5	HUMAN	1455712.4	1949182.0	2937928.0	1940924.1	4011518.8	3025307.0	3439975.2	3171614.8	1321225.1	2870388.8	2119178.0	1206149.5	12447731.0	14194324.0	3042690.8	2698022.2	1427044.9	3038394.0	3551962.0	3329245.2	4761501.0	3729078.5	1145422.4	2368829.0	1861518.0	1265281.8	6488598.5	4506361.0	11038371.0	4901024.0
E9PRG8	C11orf98	CK098_HUMAN	3.125	1.875	7.875	7.0	HUMAN	79847.66	41136.01	218672.86	512742.75	5273014.5	3329158.5	4663976.5	5257594.0	303528.22	893327.75			5918751.0	5562923.0	2483592.5	1021563.75	319685.2	752548.3	923666.5	979425.9	4764158.0	3754377.5	275323.56	426465.75	341226.22	113838.2	9768322.0	4817340.5	9027608.0	4588439.0
G9CGD6;Q6P9H4	CNK3/IPCEF1;CNKSR3	CNIPF_HUMAN;CNKR3_HUMAN	0.0	0.25	0.375	0.16666666666666666	HUMAN			460323.8		288496.0	248244.16		243882.81			394067.4		372002.12																	
L0R819	ASDURF	ASURF_HUMAN	0.625	0.75	0.375	0.0	HUMAN		70828.125	81625.67	146618.05	32902.523				38683.2	60899.125	57664.562			122812.26			86639.95	40047.11	26013.615			54026.19			106584.69	85575.1				
O00115	DNASE2	DNS2A_HUMAN	0.5	0.625	1.625	0.8333333333333334	HUMAN		43921.062	14555.744	18468.572	75736.195	59414.348		35501.656		31081.605		16941.398	217055.3	239913.53		11567.009		20724.22		13053.161	21447.541	24106.768		54872.27		40646.66	113108.91	46338.008	76792.28	54151.863
O00116	AGPS	ADAS_HUMAN	9.875	10.25	9.25	10.0	HUMAN	690821.44	1523464.2	2457862.0	2012495.4	900887.8	1156371.9	1167454.0	1313473.8	606868.25	1459885.2	897597.9	1040898.1	1079813.6	1068057.2	491935.34	17214.18	541654.94	990416.75	1103891.2	1696919.4	253303.9	287706.2	634149.9	1141815.1	1883221.5	799667.5	1573021.2	671829.25	2110866.5	1315904.5
O00139	KIF2A	KIF2A_HUMAN	21.375	25.375	30.125	28.833333333333332	HUMAN	3486647.2	5842987.0	12721061.0	9024339.0	17410632.0	14758665.0	30268168.0	19253846.0	4229424.5	8314356.0	5378301.0	4855661.0	18394204.0	21745992.0	3313573.5	3020195.0	12629166.0	9378509.0	15997531.0	12800728.0	6747055.0	5283961.0	3492445.5	7273157.0	6824888.5	4457493.0	25615036.0	14665551.0	20120874.0	16711016.0
O00142	TK2	KITM_HUMAN	2.375	3.125	2.125	2.6666666666666665	HUMAN	362777.3	432582.12	773960.25	878152.56	587305.0	257792.84	760171.06	206497.56	15053.075	194293.02	125917.05	222782.86	447669.0	57711.625		27829.393	16821.094	53227.492	102170.72	302935.5		21421.535	230709.1	106676.766	282627.53	279849.25	178815.97	24685.768	120030.79	505728.7
O00148	DDX39A	DX39A_HUMAN	15.5	15.5	16.75	14.666666666666666	HUMAN	5698996.0	10962988.0	13443743.0	12386892.0	11426159.0	8391006.0	13711842.0	12833312.0	7016247.5	13246276.0	7419051.5	4044102.0	18696804.0	23642946.0	4250864.0	3518107.5	4259813.0	9686102.0	15122565.0	12590181.0	5832615.5	4825234.0	4713066.0	10271318.0	13064335.0	6736786.5	14481192.0	9482472.0	20660544.0	10955674.0
O00151	PDLIM1	PDLI1_HUMAN	7.5	6.5	6.375	3.5	HUMAN	572927.1	1029225.8	101942.13	600929.6	667448.56	334977.66	696185.7	465115.62	360728.9	1250411.0	531657.6	451831.6	2389253.5	1807154.6	580072.9		4042694.0	10064019.0	12163931.0	11873133.0	2528766.2	1923504.9	1285970.9	2627130.8	450568.0	244905.8	1855529.0	1213085.8	2187223.8	1092506.8
O00154	ACOT7	BACH_HUMAN	12.25	12.5	12.75	13.5	HUMAN	571456.3	1244554.0	2096016.2	1060097.2	1283620.4	867940.1	1258911.4	5510960.5	899330.2	1674046.5	1452689.4	927618.06	5842918.5	7340112.0	453111.1	443400.47	989691.0	8648107.0	10018125.0	3084047.5	896159.94	579690.3	1013471.4	5841895.0	1684785.1	4913790.0	8004592.0	3246202.2	5575496.0	6951287.5
O00159	MYO1C	MYO1C_HUMAN	83.5	70.875	65.75	44.5	HUMAN	14961282.0	32280394.0	44106544.0	25161318.0	35127612.0	25693848.0	32674084.0	38780310.0	52955000.0	102687460.0	39994430.0	35516012.0	120927520.0	125288060.0	6767944.5	6745628.0	1782708000.0	3602333000.0	6372556000.0	5814329000.0	313286100.0	240178200.0	540408450.0	1076265500.0	76161530.0	47111388.0	50325452.0	37714932.0	65795692.0	43675012.0
O00161	SNAP23	SNP23_HUMAN	6.75	4.875	4.75	2.0	HUMAN	369021.88	460452.97	139903.8	57538.344	383177.5	391678.38	104362.28	164901.23	409785.6	956728.25	209393.78	455892.06	1161357.1	1303587.2	269029.1	129892.23	2051601.4	4209342.5	5251934.0	3093613.2	1736541.4	1547488.8	869209.6	1724802.6	434208.25	38190.395	947453.44	199399.34	280337.56	11424.722
O00165	HAX1	HAX1_HUMAN	4.0	4.75	6.0	6.0	HUMAN	101150.07	397346.66	563566.75	394299.4	792840.0	429715.44	540380.75	771199.9	185475.52	356114.2	336795.25	197888.38	471658.66	713266.3	552334.2	451071.16	168126.86	380282.44	338198.88	488415.44	613359.25	326099.0	145133.3	227165.05	254182.36	206423.12	957570.1	614070.9	646180.94	296930.28
O00170	AIP	AIP_HUMAN	4.25	4.0	4.625	4.5	HUMAN	187862.38	566917.25	603877.94	651377.2	333248.53	667379.06	604515.75	618668.94	501916.28	540381.4	370182.94	570250.3	1460436.8	1090601.6	74637.016	54919.453	65201.527	510726.22	541760.75	339346.94	178209.56	7653.1445	345887.4	530219.44	375562.72	29704.174	188828.4	213419.2	751490.3	991893.8
O00178	GTPBP1	GTPB1_HUMAN	3.75	5.0	15.875	14.833333333333334	HUMAN	97692.75	489707.5	226448.69	529276.75	4926118.5	3077946.8	6436594.5	5668344.0	161582.83	329593.38	253126.0	210854.53	5804902.0	4815513.0	1269701.4	595212.06	537009.1	1236589.2	2387742.5	1834733.0	1855742.6	1549765.8	289094.12	541995.8	288592.62	89656.01	5402349.5	4334166.0	7213392.0	5150282.5
O00186	STXBP3	STXB3_HUMAN	2.625	3.25	3.0	3.0	HUMAN	17534.92	100193.8	143888.28	705609.7	78763.64	2071912.1	2316952.0	46247.484	20569.727	1066203.0	778601.4	477936.5	4423234.0	4092639.0	10775.737		758607.6	535028.75	323111.03	208122.14		3285.422	949720.9	1134324.6	74729.945	5470.498	68268.13	89574.16	1467590.4	273689.3
O00189	AP4M1	AP4M1_HUMAN	1.5	2.0	2.0	2.0	HUMAN	21982.523	245594.4	1418513.4	76255.06	32128.77	63582.824	105454.14	64309.883	28737.162	359932.72		3801.9712	609541.25	459137.8	34789.22		19042.34		42079.492	10019.842	39138.074		3938.7617	32888.992	790335.9	8225.042	495319.06		95051.81	686312.6
O00192	ARVCF	ARVC_HUMAN	0.5	0.75	1.125	1.1666666666666667	HUMAN			11025.697	5410.9844			3188.345	47864.78		3018.5513	6023.3047		15822.732	10178.612			4910.609	10080.285	9836.47	1272.7466		5852.7593		7754.178			9896.56	19229.738	46756.273	11763.647
O00193	SMAP	SMAP_HUMAN	1.375	1.625	3.625	5.333333333333333	HUMAN	551762.44	176614.19	242780.95	666916.0	1278515.4	429544.47	2853910.2	3080464.8	267138.22		212956.92	363725.22	633808.0	1288889.8	3331061.8	2117628.5	558316.5	366758.62	882570.3	800712.3	1300309.5	1829412.8	324453.88	392265.2	827283.56	265560.1	1791792.9	1108297.5	4648615.0	3933055.2
O00194	RAB27B	RB27B_HUMAN	0.375	0.375	0.625	0.8333333333333334	HUMAN		51035.33		58524.195		50219.215		75951.6		78284.125		31439.873	769934.2	723740.2	46250.695	25124.104			25586.979					58025.836				64309.48	90288.875	148943.9
O00203	AP3B1	AP3B1_HUMAN	24.25	27.25	30.625	29.833333333333332	HUMAN	2821953.8	5356384.0	4643953.5	4924756.5	13094133.0	8257921.5	9607846.0	11563342.0	1879896.2	6080274.0	3225639.5	2439571.8	16849772.0	18036222.0	2500570.5	1264784.0	5508797.0	9892682.0	13820680.0	12635975.0	3201046.0	2521801.8	2796440.8	5819779.0	5085520.0	2268291.2	13542122.0	9035909.0	14349047.0	6167977.0
O00204	SULT2B1	ST2B1_HUMAN	0.0	0.25	2.25	1.0	HUMAN					180324.3						17937.973	14312.631	5333088.0	5467775.5															524726.75	596869.25
O00214	LGALS8	LEG8_HUMAN	10.5	8.875	6.375	3.0	HUMAN	2228140.8	6121564.0	10078570.0	1670279.1	2991783.0	900085.0	2096073.0	264126.3	1445409.5	3660533.0	1994447.1	3932930.8	8342110.0	8214174.5	756930.8		40523044.0	62211348.0	106282184.0	97450264.0	4479266.5	11182444.0	19493848.0	29642850.0	1789646.5	5152627.5	1087986.1		1325645.4	1885627.9
O00217	NDUFS8	NDUS8_HUMAN	2.25	2.5	3.5	2.6666666666666665	HUMAN	38855.367	31562.252	232976.62	223364.05	169412.58	218208.88	216739.19	230032.69	60559.727	111228.83	112512.82	22442.312	999363.8	1265739.0	94006.19	22996.768	13889.166	113803.82	103001.21	129526.6	61256.08	18280.998	31365.402	85265.36	94003.77	88487.5	367973.25	233428.56	263914.88	288099.75
O00221	NFKBIE	IKBE_HUMAN	0.125	0.25	0.25	0.5	HUMAN			3845.906		10575.4		16320.719	1848.9893		862.33636		779.56824		1488.1473																1108.0234
O00231	PSMD11	PSD11_HUMAN	14.875	18.625	16.375	14.0	HUMAN	4637412.0	8983088.0	15039575.0	11624435.0	7725077.0	4598785.5	6204843.5	6629819.5	5366470.0	7513102.0	8450388.0	6027600.5	20931512.0	24956224.0	1377985.1	523660.5	2200865.5	5538543.0	8450847.0	6900096.5	2339337.5	1001394.56	2820841.2	6786822.5	8341720.0	5611247.0	10070735.0	7922058.5	9816038.0	6078879.5
O00232	PSMD12	PSD12_HUMAN	9.75	13.375	10.875	10.5	HUMAN	3141502.5	6462529.5	6742868.5	6613796.0	4577807.0	3377922.8	3006998.0	3439319.0	1166738.4	5057651.0	1326622.8	1366735.1	10126602.0	13367089.0	2816957.5	91166.34	567393.25	1412635.1	7211486.0	7409211.0	116223.42	175646.83	837727.3	6084405.5	8008666.5	2679600.2	5873138.0	898160.4	4468777.0	3491149.0
O00233	PSMD9	PSMD9_HUMAN	7.875	7.25	6.5	5.5	HUMAN	3964464.5	5304502.0	7268860.0	7246343.0	2518409.5	2242850.0	3274480.8	2769327.8	2515621.0	3447205.8	3611804.5	2121264.0	3843607.0	3183394.2	807322.94	596290.75	2330927.5	3241772.8	2413427.0	2004172.2	1038637.5	1018916.6	2380033.5	3757567.8	3751510.5	2608369.5	3367353.8	1684714.9	3022257.0	2690906.0
O00244	ATOX1	ATOX1_HUMAN	0.375	0.25	0.375	0.8333333333333334	HUMAN							8359.586	9765.621		5383.288				8764.657		1983.8381		2619.4072			3559.6836			5327.772	4753.39	6010.6084		4851.181	11155.924	8112.1216
O00255	MEN1	MEN1_HUMAN	1.875	1.25	1.75	2.3333333333333335	HUMAN	14402.983		44066.414	41892.406	74863.44	41003.645	193527.72	126205.17	106937.89	70140.95		22550.95	197624.34	120296.31		17424.637	217587.45	42249.953	41754.023	26085.479	28868.973	18093.047	18275.94	49917.36	31040.773	14143.961	56510.543		178798.47	51525.797
O00257	CBX4	CBX4_HUMAN	2.25	3.25	22.875	23.333333333333332	HUMAN		207191.84	288530.25	220828.45	16892904.0	13603719.0	14444173.0	12731965.0	123354.234	327605.94	342827.2	120552.125	11398706.0	12582301.0	2684077.2	1648295.0	87138.42	260571.9	399193.56	434803.44	3056070.5	2921949.5	294547.06	462175.06	335610.16		12139904.0	7193225.5	11893699.0	8525818.0
O00258	GET1	GET1_HUMAN	0.625	0.375	1.125	1.0	HUMAN			61595.402	37579.39	42707.312	54114.434	99851.125	27941.955	7349.3525				103399.78	113350.7		26316.201	5005.237	41121.46					5327.7305	15817.894			56347.0	2808.622	59230.508	9194.931
O00264	PGRMC1	PGRC1_HUMAN	4.75	4.5	5.0	5.333333333333333	HUMAN	287510.6	704005.7	773783.06	584994.0	733446.6	734687.4	1058462.6	852318.1	313025.75	459220.25	178935.06	369967.38	2395566.2	1903867.2	483099.84	298420.62	619326.06	1007315.0	855030.1	678512.94	525570.44	550694.56	285348.94	746273.8	250693.84	457008.3	1199533.1	717982.3	1746817.9	763002.75
O00267	SUPT5H	SPT5H_HUMAN	16.875	14.0	20.25	19.666666666666668	HUMAN	448448.84	449420.66	951751.5	642896.75	2084859.1	1680659.0	3147413.2	3023246.2	879536.6	2036961.9	400528.0	415026.4	2944755.2	3994593.0	634054.3	268536.4	964987.4	1371992.6	2550494.5	2085250.5	877984.5	495533.34	546251.7	1029146.56	561787.44	474923.1	2228989.8	1263596.8	2970038.8	2217768.8
O00268	TAF4	TAF4_HUMAN	0.75	1.625	4.25	5.666666666666667	HUMAN	16825.205	8517.913		95364.02	320875.06	126306.5	269745.38	283521.44		95733.49		20506.633	238761.5	264714.78	83244.99	74249.1	2326.5251		8000.4897	41562.42		18277.348	14208.155		122289.09	7359.957	200821.12	195976.95	341187.0	85676.37
O00273	DFFA	DFFA_HUMAN	1.5	1.75	1.5	2.1666666666666665	HUMAN		2315.3455	2835.4224	5853.582			20889.412	16030.606		22041.055	12092.674		35123.496	17385.217			2195.135	9627.397	168032.92	25328.055	771.6138	6361.8945	3605.603	7743.5894	30064.11	23296.516	2436.9912	20026.764	41685.844	15863.967
O00291	HIP1	HIP1_HUMAN	10.25	10.125	4.125	2.6666666666666665	HUMAN	1247975.4	701706.4	2912142.8	2481109.2	79598.42	570699.5	412620.44	354955.03	212131.22	2419113.5	1991330.4	685754.94	1301396.2	1338254.9	119626.15		2161239.2	4420326.0	3784996.2	3039886.0	401978.22	670438.25	310410.75	2894821.5	1598711.2	617980.2	838663.6		40731.773	3465.8948
O00299	CLIC1	CLIC1_HUMAN	8.5	7.375	7.25	7.5	HUMAN	1524023.9	2494407.0	3742779.5	2916604.8	1915557.9	1069067.5	3433207.5	3760220.5	1803616.8	3628507.2	2764641.8	2722421.0	7823867.5	8339315.5	846734.0	672110.7	2925803.2	5246656.5	4703661.0	3567856.0	1586561.0	1295167.2	1871383.1	4010049.8	3490525.0	1995998.2	5194753.5	2988533.8	8950174.0	4733066.5
