Protein_Group	Genes	WM793_vs_FMC29_logFC	WM793_vs_FMC29_pval	Removed?	Contaminant?
O43524	FOXO3	-2.73093390420077	0.0047141078119443	No	No
O43526	KCNQ2	-5.25895226181186	1.63490996668866e-06	No	No
O43548	TGM5	-3.63558837516992	6.62066971712474e-05	No	No
O43581	SYT7	-3.64773533354666	4.26749742013652e-11	No	No
O43602	DCX	-3.87827787200864	1.08106584934598e-15	No	No
O43719	HTATSF1	-4.31414407383174	5.65792483174516e-16	No	No
O43736	ITM2A	-3.58379749146569	8.43288052812185e-16	No	No
O43772	SLC25A20	-3.72868164702624	4.46443271399711e-14	No	No
O43837	IDH3B	-5.3918231009473	1.3317373898218201e-14	No	No
O60237	PPP1R12B	-4.2166015872289	1.90651790232727e-07	No	No
O60242	ADGRB3	-3.86908759422015	0.0089577340004023	No	No
O60268	KIAA0513	-3.30625211099416	6.1426380131577e-09	No	No
O60279	SUSD5	-4.36957175669523	7.4426980012288e-22	No	No
O60282	KIF5C	-4.04091160460048	1.04943256887553e-16	No	No
O60296	TRAK2	-7.67472326094396	2.6894481033373102e-14	No	No
O60303	KATNIP	-3.47949404342684	8.95558845397858e-06	No	No
O60307	MAST3	-5.54535962159145	3.44181002633922e-12	No	No
O60312	ATP10A	-9.03730761267545	6.587511219516461e-20	No	No
O60315	ZEB2	-5.35976682559707	6.02596767532316e-11	No	No
O60330	PCDHGA12	-5.18965057759148	5.8881987526513e-11	No	No
O60437	PPL	-4.59646818727894	5.57124421731558e-07	No	No
O60486	PLXNC1	-7.56884858160315	7.45470040174734e-22	No	No
O60518	RANBP6	-2.89420538732572	0.0002273741363556	No	No
O60603	TLR2	-7.27407672566714	5.2722618407471095e-12	No	No
O60641	SNAP91	-5.90539685141849	2.1664875438243e-14	No	No
O60662	KLHL41	-9.19808384766582	1.61768934292395e-21	No	No
O60706	ABCC9	-4.04887763828301	5.58104320102008e-06	No	No
O60711	LPXN	-4.10691680249238	1.15565971903476e-05	No	No
O60890	OPHN1	-2.37646255897007	9.39452776173197e-07	No	No
O60906	SMPD2	-4.81613918901339	2.16371234160307e-08	No	No
O60928	KCNJ13	-6.67652956962083	5.7974583053532104e-24	No	No
O60939	SCN2B	-5.7423318589226	1.7791678201322e-23	No	No
O60942	RNGTT	-2.81354096835407	0.0014347751714753	No	No
O75027	ABCB7	-3.56983349597475	4.62471463376792e-05	No	No
O75030	MITF	-3.0955989875347	3.00324459820215e-16	No	No
O75074	LRP3	-4.9528154254576	6.9700110591618e-08	No	No
O75093	SLIT1	-3.4112458171708	3.16317164755342e-05	No	No
O75112	LDB3	-5.20932525129364	4.25976438919943e-10	No	No
O75140	DEPDC5	-4.5803248692961	6.255019277176829e-11	No	No
O75146	HIP1R	-2.66338855952372	1.2181073829942102e-15	No	No
O75151	PHF2	-2.79828125587917	0.0091400243541844	No	No
O75173	ADAMTS4	-7.94076473183837	6.146660521430299e-23	No	No
O75251	NDUFS7	-6.46831268666144	1.44688624610166e-07	No	No
O75334	PPFIA2	-3.96945615449748	2.8745821493012e-07	No	No
O75365	PTP4A3	-2.45527014907582	1.8527806059848197e-11	No	No
O75439	PMPCB	-4.01269941744028	2.78965689927298e-12	No	No
O75460	ERN1	-5.31091000577888	3.19227163562766e-08	No	No
O75475	PSIP1	-2.75485958709998	7.11868555533461e-05	No	No
O75489	NDUFS3	-3.79709192467377	2.09539182372473e-08	No	No
O75493	CA11	-3.96601119612258	7.783311176810319e-13	No	No
O75554	WBP4	-5.27762557210914	1.05664561093602e-05	No	No
O75689	ADAP1	-2.74942297565222	2.16953542812927e-06	No	No
O75746	SLC25A12	-5.49059286494339	2.41094697757223e-16	No	No
O75751	SLC22A3	-2.48342249876033	4.64345197548616e-10	No	No
O75781	PALM	-5.22572845114997	1.61455384341184e-14	No	No
O75879	GATB	-7.00285023190802	4.53260214602041e-25	No	No
O75943	RAD17	-3.28100882534798	1.74437096359629e-05	No	No
O75964	ATP5MG	-3.29010660533202	3.0501539563772e-09	No	No
O76041	NEBL	-5.30704092625338	1.6460780731609699e-18	No	No
O76074	PDE5A	-4.22384114248216	0.0001294394968394	No	No
O94788	ALDH1A2	-6.15162848825875	3.01477661499693e-13	No	No
O94806	PRKD3	-2.36426129593806	3.91859821543856e-07	No	No
O94812	BAIAP3	-6.25950053751397	1.87944342300199e-17	No	No
O94819	KBTBD11	-4.58691645270953	1.70465946382064e-21	No	No
O94832	MYO1D	-8.1375327301429	1.92996208267195e-28	No	No
O94887	FARP2	-3.96743808102147	6.25303634994957e-26	No	No
O94925	GLS	-3.39448280138537	1.5019154301474402e-09	No	No
O94985	CLSTN1	-2.97982952520801	3.7662504736912e-06	No	No
O94992	HEXIM1	-2.57505593257508	8.09851871636554e-05	No	No
O95199	RCBTB2	-4.92293551864064	2.36675025328176e-10	No	No
O95218	ZRANB2	-3.04468472818225	0.000174922897487	No	No
O95260	ATE1	-2.44050766587158	3.4034896188505098e-12	No	No
O95319	CELF2	-6.28651329467752	1.30158433477893e-17	No	No
O95390	GDF11	-3.16603857512424	2.27373046320795e-05	No	No
O95450	ADAMTS2	-11.448380739856	1.81527346840889e-25	No	No
O95461	LARGE1	-3.49572740339004	2.20363860327161e-05	No	No
O95475	SIX6	-3.77856426812651	4.76173941789797e-05	No	No
O95484	CLDN9	-12.8250557611943	4.78228775458122e-35	No	No
O95502	NPTXR	-6.52640745620199	3.82974294761223e-12	No	No
O95563	MPC2	-5.79011653126156	5.56715071491554e-23	No	No
O95622	ADCY5	-2.90177829340975	9.64600246196862e-12	No	No
O95670	ATP6V1G2	-5.5049436872472	1.11457152944282e-09	No	No
O95671	ASMTL	-6.51597019722789	2.97322176166447e-17	No	No
O95759	TBC1D8	-3.67618445179724	5.61356426972702e-08	No	No
O95810	CAVIN2	-2.44433282581445	0.000153778023205	No	No
O95848	NUDT14	-4.29070361611757	1.38249593560091e-08	No	No
P00367	GLUD1	-3.73183836444172	4.0118043973276205e-09	No	No
P00480	OTC	-3.57937752871633	5.53749476387384e-07	No	No
P00750	PLAT	-2.50296889394676	4.73827680697242e-08	No	No
P00915	CA1	-5.08218724304677	2.54745745020737e-23	No	No
P01236	PRL	-5.68931649009753	3.1665232125440304e-25	No	No
P01909	HLA-DQA1	-5.30978326733018	1.2629932340270298e-11	No	No
P02511	CRYAB	-4.01883509513127	7.74168765383291e-18	No	No
P02549	SPTA1	-2.36953641398269	5.61971564633976e-07	No	No
P02654	APOC1	-3.59557605763175	5.8215170211648796e-12	No	No
P02686	MBP	-5.18742810406981	3.7303690737309706e-15	No	No
P03950	ANG	-6.33164309520062	1.05328772852925e-21	No	No
P05090	APOD	-3.48900800646468	1.03102532237839e-08	No	No
P05091	ALDH2	-4.14584027850662	1.6195250291200502e-10	No	No
P05121	SERPINE1	-2.82953002045712	0.0001638029584545	No	No
P05165	PCCA	-5.57327305440457	1.98885047540459e-15	No	No
P05408	SCG5	-6.69020091234133	1.7140478187958098e-22	No	No
P05413	FABP3	-2.78459538272145	6.3559107174896e-09	No	No
P05538	HLA-DQB2	-2.90375463761066	4.87470092805592e-09	No	No
P05771	PRKCB	-9.01148773463022	7.23934403819367e-37	No	No
P05783	KRT18	-5.75451418489403	6.51685877926572e-17	No	No
P05997	COL5A2	-4.99760805017928	1.1441225775024099e-11	No	No
P07099	EPHX1	-2.36446596158954	1.0016649982787e-13	No	No
P07203	GPX1	-4.59518932376571	3.8902895687943403e-19	No	No
P07204	THBD	-4.01398873986074	4.4845858158148703e-17	No	No
P07225	PROS1	-4.76565095046915	5.1035970020439e-09	No	No
P07332	FES	-5.89859039450264	1.7341160304705102e-14	No	No
P08123	COL1A2	-3.28962265051241	8.090109503173331e-09	No	No
P08571	CD14	-3.14553114162894	9.392895294283402e-10	No	No
P08574	CYC1	-2.91459821037443	1.13462627531311e-10	No	No
P09038	FGF2	-3.14220524289917	8.39663617445106e-14	No	No
P09110	ACAA1	-2.52343419070662	5.6515129244293405e-14	No	No
P09488	GSTM1	-5.09776388610367	2.83109744433801e-24	No	No
P09669	COX6C	-2.55495789454593	7.84114625221739e-07	No	No
P09917	ALOX5	-3.42175755725396	2.9863390085216295e-11	No	No
P09936	UCHL1	-6.01716215910769	2.64760576104825e-14	No	No
P09960	LTA4H	-2.38036623607381	1.99791728057524e-19	No	No
P0C7M8	CLEC2L	-4.73949199029149	1.85307955326057e-13	No	No
P0C870	JMJD7	-8.36050241230447	5.456032549010471e-10	No	No
P0CK96	SLC35E2B	-5.3467739568227	0.0021632603651835	No	No
P0DKB5	TPBGL	-4.04895637923294	4.5235315187707404e-14	No	No
P0DKX4	SMIM18	-2.79834861217121	1.0372879502537899e-13	No	No
P0DPD8	EEF1AKMT4-ECE2	-5.96117875068768	2.35060198803499e-19	No	No
P10636	MAPT	-7.13214224425598	1.18834598451351e-17	No	No
P10721	KIT	-7.85492931314332	1.59125000519778e-13	No	No
P11137	MAP2	-2.62853983100875	6.450656460126561e-09	No	No
P11277	SPTB	-3.61144995975674	4.14871136164544e-08	No	No
P12107	COL11A1	-4.4509772487903	5.5757211709396805e-14	No	No
P12830	CDH1	-9.3659653914875	2.3002641556801698e-22	No	No
P13051	UNG	-5.28758615250865	8.17779619746843e-06	No	No
P13584	CYP4B1	-4.46093471774795	1.87788067347922e-10	No	No
P13686	ACP5	-5.30266406509007	3.10762494732875e-13	No	No
P13688	CEACAM1	-5.10692742250764	2.6254143721669602e-17	No	No
P14416	DRD2	-2.88641857367954	0.0064312657559071	No	No
P14679	TYR	-9.47141132721804	4.56406378045382e-26	No	No
P15309	ACP3	-3.84366847646969	2.44965235308293e-07	No	No
P15428	HPGD	-6.69512448698048	2.95298778526552e-11	No	No
P15882	CHN1	-5.32111843404514	6.35873700039786e-10	No	No
P16035	TIMP2	-4.10180787669461	1.56172951213204e-20	No	No
P16455	MGMT	-8.31815243789321	9.4670070158199e-30	No	No
P16519	PCSK2	-10.2560589820185	3.14350053041944e-32	No	No
P16870	CPE	-3.73077082496409	7.49539666188038e-17	No	No
P17302	GJA1	-3.76732429285881	3.50496528993988e-09	No	No
P17643	TYRP1	-8.94048351123525	1.03713301891302e-13	No	No
P17677	GAP43	-2.40263237013469	2.34208929897923e-05	No	No
P17706	PTPN2	-2.81233902263429	4.25796933758355e-10	No	No
P17931	LGALS3	-4.60959365816124	8.61594043486516e-21	No	No
P18440	NAT1	-2.96865642653976	1.41972046516419e-05	No	No
P19404	NDUFV2	-4.39459968168746	2.7704342087472797e-11	No	No
P19440	GGT1	-4.08613702490559	8.8408011668754e-14	No	No
P19793	RXRA	-2.40947494556596	3.41020931589505e-05	No	No
P19971	TYMP	-3.5401970507394	8.27557384566679e-07	No	No
P20062	TCN2	-3.26863131257435	6.32113673817995e-06	No	No
P20585	MSH3	-2.78131951558746	7.81594971858553e-08	No	No
P20648	ATP4A	-4.423105959742	6.999716863172e-06	No	No
P20807	CAPN3	-3.61950131459941	7.75013064734118e-12	No	No
P21709	EPHA1	-2.83943585304559	0.0002397637121937	No	No
P21912	SDHB	-3.81258964697889	1.04950664317725e-11	No	No
P22033	MMUT	-4.00174409052481	4.85131289099054e-07	No	No
P22223	CDH3	-6.7160895292702	2.06645944449212e-12	No	No
P22304	IDS	-3.24506252178374	1.9174152635902398e-11	No	No
P23141	CES1	-5.45307064567041	9.2809142832541e-13	No	No
P23368	ME2	-3.76628390533488	4.82507373582183e-14	No	No
P23378	GLDC	-3.23029474706642	3.77329063160541e-06	No	No
P24593	IGFBP5	-8.5216463422155	1.5226042132578e-29	No	No
P24723	PRKCH	-6.44561094356168	1.2294962988902198e-11	No	No
P25391	LAMA1	-3.10874697284352	5.20787133536798e-08	No	No
P25440	BRD2	-2.44070608706012	0.0008662656128302	No	No
P25942	CD40	-4.47437075574025	1.9946718850352603e-15	No	No
P26378	ELAVL4	-5.3686285372959	8.81303184589682e-17	No	No
P26992	CNTFR	-3.15139419870439	7.19754056403229e-12	No	No
P27487	DPP4	-8.5997097912606	1.90102760836682e-24	No	No
P27544	CERS1	-5.02091014281504	3.71929181932856e-24	No	No
P27987	ITPKB	-4.24664188331156	5.13472208915319e-16	No	No
P28161	GSTM2	-6.02265435786326	1.66494689319301e-20	No	No
P28330	ACADL	-5.44526278747623	1.4408807574632302e-09	No	No
P28472	GABRB3	-7.40356547130734	2.36838612100534e-13	No	No
P28827	PTPRM	-2.43285652616801	9.04252801469398e-20	No	No
P29016	CD1B	-2.53941146492958	1.46500331168842e-09	No	No
P29120	PCSK1	-5.40570208788308	3.9131423211903005e-26	No	No
P29536	LMOD1	-7.94455843228452	1.23939935093175e-28	No	No
P30039	PBLD	-3.23522801949653	5.33095172406426e-07	No	No
P31629	HIVEP2	-3.2620563877468	0.0085119671789639	No	No
P31644	GABRA5	-4.21680635160472	8.57082586538481e-10	No	No
P33121	ACSL1	-2.71625450313566	8.258708624958889e-12	No	No
P34096	RNASE4	-2.6237169872656	1.27714421984888e-07	No	No
P34998;Q13324	CRHR1;CRHR2	-5.21144941578624	2.07200720972435e-17	No	No
P35219	CA8	-4.10786401022741	1.79137418228113e-13	No	No
P35251	RFC1	-3.44283512926503	0.0016959350361719	No	No
P35475	IDUA	-2.9155884623802	8.132189185729439e-11	No	No
P35555	FBN1	-4.8861649708964	1.8172309739241302e-17	No	No
P35556	FBN2	-2.98282100435278	1.32184258509717e-14	No	No
P35612	ADD2	-2.37118653317536	5.11648211902287e-10	No	No
P35914	HMGCL	-2.82972842680098	2.72506005450409e-13	No	No
P36542	ATP5F1C	-3.42470447883262	0.0017630692127326	No	No
P36776	LONP1	-4.17745843454141	6.28210464482793e-14	No	No
P36952	SERPINB5	-6.10455131707115	2.9849996830146702e-09	No	No
P36955	SERPINF1	-8.06334673185546	1.97908390393455e-11	No	No
P36959	GMPR	-5.08609237113067	1.51653379690951e-25	No	No
P36969	GPX4	-3.0905369304246	7.831191901428281e-23	No	No
P38117	ETFB	-2.35424380545418	1.6437581265871502e-14	No	No
P38435	GGCX	-5.01271992471318	1.34724126610167e-06	No	No
P40121	CAPG	-7.39654315680209	8.89698468117655e-13	No	No
P40126	DCT	-8.03762290867568	1.0357277891891599e-18	No	No
P40939	HADHA	-4.08073885741635	9.209075532917031e-15	No	No
P40967	PMEL	-8.66617731063336	6.79499773344403e-16	No	No
P41226	UBA7	-2.41178674859914	8.27137941011103e-12	No	No
P41595	HTR2B	-8.0383631164558	5.917259566412359e-26	No	No
P42765	ACAA2	-3.16047507126016	1.49552070224153e-06	No	No
P42857	NSG1	-13.0551919809094	9.3353480008655e-41	No	No
P42898	MTHFR	-2.38182473393548	1.3676935224393e-06	No	No
P43007	SLC1A4	-2.55966514455431	2.19435329506378e-22	No	No
P43155	CRAT	-6.62983428162057	4.1522624628927e-17	No	No
P43234	CTSO	-4.69633202944373	3.0266195917833e-14	No	No
P43405	SYK	-2.7444355415837	3.07765032581305e-14	No	No
P43657	LPAR6	-2.62480872851806	3.70134552082677e-11	No	No
P45381	ASPA	-6.67232230784953	5.48758149295511e-24	No	No
P46100	ATRX	-4.72129055703947	1.19596209844865e-07	No	No
P46821	MAP1B	-3.17955916472809	1.46636716579957e-14	No	No
P46977	STT3A	-2.54677806590091	0.0004049193866046	No	No
P47736	RAP1GAP	-4.43776243831493	2.41503480307068e-07	No	No
P47869	GABRA2	-3.47712964394938	1.11263791105452e-05	No	No
P47972	NPTX2	-6.24730078584638	7.764715583375361e-10	No	No
P48047	ATP5PO	-2.3996962968473	2.51368273595021e-08	No	No
P48051	KCNJ6	-3.78448044279316	4.89215671733906e-19	No	No
P48549	KCNJ3	-4.56909267374022	3.88949569070507e-07	No	No
P48745	CCN3	-4.52759034694098	8.44919084588488e-06	No	No
P49069	CAMLG	-2.92983014493743	5.16129814830418e-09	No	No
P49116	NR2C2	-3.54275559322384	2.65565373530064e-05	No	No
P49454	CENPF	-4.36776608296424	9.09553768098277e-08	No	No
P49760	CLK2	-2.6191606352545	1.27524091334387e-07	No	No
P49789	FHIT	-3.89463556886635	9.30878243773453e-15	No	No
P50135	HNMT	-2.81511994988551	1.18937554671182e-12	No	No
P50213	IDH3A	-3.8778131566633	2.4251842236651e-13	No	No
P51159	RAB27A	-2.89129852223024	1.7734495323920702e-19	No	No
P51178	PLCD1	-3.13491115498605	1.8784705877073602e-15	No	No
P51606	RENBP	-5.12434044814241	6.98961005839536e-17	No	No
P51608	MECP2	-6.00381654987472	6.37449049840774e-08	No	No
P51648	ALDH3A2	-3.18352595065311	5.2415851978516e-12	No	No
P51649	ALDH5A1	-12.0786310093936	8.30460174305209e-32	No	No
P51687	SUOX	-4.5790339233664	4.34765918379175e-11	No	No
P51810	GPR143	-8.59408475309446	5.52995254856019e-21	No	No
P51888	PRELP	-6.76992500159903	3.65720226101742e-12	No	No
P51956	NEK3	-2.70663969810775	0.0001632898862872	No	No
P52198	RND2	-5.8078857416782	2.69716496096208e-08	No	No
P52429	DGKE	-4.08697917965279	1.57579067579051e-06	No	No
P52823	STC1	-4.19721944881592	2.35590709184942e-10	No	No
P52895	AKR1C2	-3.55097360266055	1.8720477536123999e-13	No	No
P53007	SLC25A1	-3.06354660343441	4.52908763540103e-07	No	No
P53355	DAPK1	-4.74982854155349	3.4319944715071404e-15	No	No
P53778	MAPK12	-2.4064383239276	1.03500690076779e-05	No	No
P53779	MAPK10	-8.85508660823098	1.36125443207837e-22	No	No
P53816	PLAAT3	-3.58450976498874	6.01698657864499e-10	No	No
P54098	POLG	-7.40900960078858	3.5521203605492e-08	No	No
P54687	BCAT1	-2.45710998427439	8.506246218543729e-11	No	No
P54756	EPHA5	-4.50327901785903	7.55678968485579e-26	No	No
P54886	ALDH18A1	-5.37029300429379	2.56174141871121e-15	No	No
P55001	MFAP2	-3.10794932212597	1.35361952470543e-15	No	No
P55061	TMBIM6	-3.52143865405901	6.28313711695144e-10	No	No
P55084	HADHB	-2.76867585077168	6.52161954620621e-07	No	No
P55211	CASP9	-3.28442860777308	4.6226765756796e-05	No	No
P55268	LAMB2	-2.92030654761583	7.05150431397357e-05	No	No
P55287	CDH11	-3.2539750062715	1.47306584995745e-06	No	No
P55345	PRMT2	-4.62361946287858	1.07430316501361e-12	No	No
P55774	CCL18	-6.28153224455527	2.47562981972689e-25	No	No
P55809	OXCT1	-5.37181418759468	7.70225591705268e-16	No	No
P55899	FCGRT	-4.81526300770721	1.0250532491691201e-21	No	No
P56385	ATP5ME	-5.25856028754173	2.53112786830475e-14	No	No
P56748	CLDN8	-4.66798841461751	3.67627295194307e-12	No	No
P56975	NRG3	-8.35994641813672	4.37983347763637e-28	No	No
P57103	SLC8A3	-3.90018413600432	0.0031831247862035	No	No
P57679	EVC	-7.37111849046208	1.1503871703573e-15	No	No
P57729	RAB38	-8.05109652707345	2.57979460607075e-20	No	No
P58005	SESN3	-4.06727046940994	4.302316620305741e-09	No	No
P60484	PTEN	-8.34850086762575	1.29725436297069e-17	No	No
P61457	PCBD1	-2.79044236254493	2.0517400762926102e-19	No	No
P68543	UBXN2A	-4.79536450849883	1.34392596111388e-08	No	No
P78310	CXADR	-2.92718776206186	3.38206201531471e-15	No	No
P78324	SIRPA	-3.3626706503897	1.62655354863553e-21	No	No
P78504	JAG1	-2.37258667917389	6.48543369275114e-14	No	No
P78539	SRPX	-3.65054690900994	4.2026860656585003e-10	No	No
P78559	MAP1A	-2.96881115434364	6.6532914555016e-08	No	No
P80404	ABAT	-7.74832188819637	3.33124628592489e-24	No	No
P80723	BASP1	-3.76998271601284	7.56255373437294e-15	No	No
P81877	SSBP2	-2.55629768273383	2.59301433602671e-08	No	No
P85298	ARHGAP8	-3.05805663347729	8.58563888346574e-10	No	No
P85299	PRR5	-2.87126455518847	4.44824966185421e-05	No	No
P98161	PKD1	-3.42333741935178	4.64612635037067e-05	No	No
P98174	FGD1	-2.85141630542053	1.7014833071778898e-11	No	No
Q00403	GTF2B	-2.65680188769701	8.421452029451201e-10	No	No
Q01118	SCN7A	-2.81061282306267	8.35506669974592e-14	No	No
Q01432	AMPD3	-7.29464535286979	4.90441539378776e-08	No	No
Q01469	FABP5	-2.57240996190573	1.1971949688068101e-14	No	No
Q01831	XPC	-5.0037958687724	1.0768666783911e-10	No	No
Q02083	NAAA	-3.04825846177541	4.73726972926915e-05	No	No
Q02156	PRKCE	-2.44173466047757	1.6222421782566e-16	No	No
Q02252	ALDH6A1	-4.8921916571256	5.28353103342851e-13	No	No
Q02318	CYP27A1	-3.24262219722802	5.0171533176049696e-12	No	No
Q02779	MAP3K10	-4.10842606113563	1.47885699781908e-05	No	No
Q02978	SLC25A11	-3.1338600549907	1.1441301346e-12	No	No
Q04609	FOLH1	-5.4428578819954	3.67719056699798e-18	No	No
Q04671	OCA2	-10.3428681842419	3.7120285469165e-27	No	No
Q05469	LIPE	-3.0222913065039	3.55006728974891e-10	No	No
Q05513	PRKCZ	-3.92603170164852	2.12904715295014e-17	No	No
Q05707	COL14A1	-6.65152334273936	2.33352778577039e-22	No	No
Q06587	RING1	-2.57925250741222	4.54626622544328e-06	No	No
Q08116	RGS1	-4.70797350187015	4.1712559916584996e-17	No	No
Q08170	SRSF4	-3.58195506566826	1.8012883804487e-14	No	No
Q08257	CRYZ	-2.89174155303051	6.1081873436662595e-22	No	No
Q08397	LOXL1	-4.67384654106584	1.68051301174677e-08	No	No
Q08426	EHHADH	-2.81114119141433	0.0014199068051541	No	No
Q08462	ADCY2	-8.54537534382582	7.63806718643567e-17	No	No
Q08499	PDE4D	-4.22749878156201	3.10003355859992e-10	No	No
Q08999	RBL2	-3.16745939435308	7.11950808911257e-11	No	No
Q08AE8	SPIRE1	-3.5675659502762	4.6619775311757e-11	No	No
Q0P6D2	DIPK1C	-2.38341243725205	3.56406089579131e-07	No	No
Q12756	KIF1A	-4.10726020644283	2.2744833032596702e-20	No	No
Q12768	WASHC5	-2.5702399157841	4.9083343337960805e-20	No	No
Q12800	TFCP2	-7.27426635899999	1.57977779651759e-14	No	No
Q12857	NFIA	-5.91202542623765	1.2717023290450501e-25	No	No
Q12866	MERTK	-2.95528732449236	1.45369852042889e-07	No	No
Q12888	TP53BP1	-2.62027983797445	2.14939342052014e-08	No	No
Q12955	ANK3	-2.36553660042596	4.3578035244249595e-12	No	No
Q12967	RALGDS	-5.85680697806269	1.97141522040648e-06	No	No
Q13049	TRIM32	-2.7564459953147	2.44015764108799e-23	No	No
Q13228	SELENBP1	-4.27941311900862	2.23368256493566e-17	No	No
Q13243	SRSF5	-3.14702585993434	3.52267011876584e-16	No	No
Q13247	SRSF6	-3.08375719834403	1.26420054169732e-16	No	No
Q13303	KCNAB2	-5.31556243751554	9.888964235929651e-19	No	No
Q13315	ATM	-2.58266164029763	6.69217929416815e-05	No	No
Q13330	MTA1	-2.50602821847189	2.06137912480456e-08	No	No
Q13363	CTBP1	-3.20166716925598	4.48529786791033e-16	No	No
Q13368	MPP3	-4.27923227702246	8.10599185374989e-06	No	No
Q13409	DYNC1I2	-5.60922378783232	3.79603703924726e-20	No	No
Q13416	ORC2	-4.61751837507946	1.53154746936097e-07	No	No
Q13427	PPIG	-2.63587853985936	2.16207528820752e-05	No	No
Q13451	FKBP5	-4.33103868802334	6.87208539930156e-26	No	No
Q13491	GPM6B	-7.00761261987243	8.13348633245266e-29	No	No
Q13510	ASAH1	-2.75426958360491	3.8357883138050295e-11	No	No
Q13523	PRP4K	-2.4959131957211	1.78939849026098e-12	No	No
Q13554	CAMK2B	-6.70637156986351	1.2996748714248e-21	No	No
Q13595	TRA2A	-2.78180186249074	3.31150573337695e-11	No	No
Q13615	MTMR3	-2.77907390552271	0.0003408443250312	No	No
Q13620	CUL4B	-3.24008248061186	1.92325036965689e-17	No	No
Q13637	RAB32	-3.48202571723004	6.73987894358456e-17	No	No
Q13822	ENPP2	-6.02237983266014	4.93953452717897e-16	No	No
Q13825	AUH	-7.33434176886097	4.36530936276045e-22	No	No
Q13936	CACNA1C	-4.35884823603206	9.04419210135902e-11	No	No
Q13976	PRKG1	-2.37564000501734	1.2145234879809e-10	No	No
Q14012	CAMK1	-3.82007680827513	5.1031503058356205e-14	No	No
Q14088	RAB33A	-5.9906783420352	7.0590948546150895e-22	No	No
Q14153	FAM53B	-6.91604052301138	3.57351409504602e-14	No	No
Q14165	MLEC	-2.59510914520943	3.53913103498935e-16	No	No
Q14194	CRMP1	-3.39256257573189	1.75201237091685e-17	No	No
Q14195	DPYSL3	-3.03081213245702	1.48121061126946e-16	No	No
Q14244	MAP7	-5.61825466243916	1.85521268090964e-10	No	No
Q14249	ENDOG	-5.56891903615148	9.17144346813942e-25	No	No
Q14393	GAS6	-4.62642445967138	1.320799432347e-18	No	No
Q14432	PDE3A	-3.24950241791136	2.58278701469046e-07	No	No
Q14435	GALNT3	-2.85529928862485	7.89194226718533e-13	No	No
Q14524	SCN5A	-3.30812673153352	1.89349696553688e-05	No	No
Q14626	IL11RA	-3.72924573718275	2.35074954569841e-14	No	No
Q14643	ITPR1	-2.89309882929996	1.6273839283902399e-12	No	No
Q14714	SSPN	-7.11882875669582	6.40579326886033e-23	No	No
Q14721	KCNB1	-3.60010098252397	3.0664424640414598e-12	No	No
Q14767	LTBP2	-8.06697996177287	2.61113164056093e-08	No	No
Q14832	GRM3	-3.27542110843952	6.19654687404018e-07	No	No
Q14894	CRYM	-6.51448268197202	1.00789512461663e-16	No	No
Q14C87	TMEM132D	-3.87537246399237	1.70325019138839e-19	No	No
Q14D04	VEPH1	-6.70734307523646	1.0858830275883e-19	No	No
Q15020	SART3	-3.90326966217934	2.68559643881983e-10	No	No
Q15031	LARS2	-3.6707839119421	1.18087499508063e-08	No	No
Q15059	BRD3	-3.83972571546592	2.35989026592135e-05	No	No
Q15078	CDK5R1	-2.83088413018927	0.0013428239408057	No	No
Q15111	PLCL1	-3.79289963118441	2.32517131097163e-05	No	No
Q15118	PDK1	-7.63713092047655	8.70671962953415e-24	No	No
Q15119	PDK2	-9.4333525623188	9.15667669945426e-30	No	No
Q15120	PDK3	-8.53408022149603	5.07129164007365e-29	No	No
Q15124	PGM5	-2.78476506249919	1.9221606284437e-09	No	No
Q15166	PON3	-4.36263578683524	9.68912906020827e-13	No	No
Q15274	QPRT	-2.47933553461638	4.36510364666247e-16	No	No
Q15345	LRRC41	-3.26928295716939	5.04625915377675e-06	No	No
Q15596	NCOA2	-3.80607862707922	3.53180886517151e-13	No	No
Q15700	DLG2	-3.80678516815682	0.0035554431801274	No	No
Q15746	MYLK	-2.72039403955289	9.17563984146113e-12	No	No
Q15777	MPPED2	-6.87897954169707	3.97972083300706e-16	No	No
Q15788	NCOA1	-5.23022330645985	2.26076889918458e-06	No	No
Q15818	NPTX1	-3.76564913048218	5.32934500639736e-05	No	No
Q15858	SCN9A	-4.25413450958268	0.0001060105798116	No	No
Q15884	ENTREP1	-3.59773403089006	3.76059328930765e-05	No	No
Q16082	HSPB2	-7.09824953821598	1.08267646511247e-09	No	No
Q16143	SNCB	-5.17227615081257	2.21212087318836e-14	No	No
Q16270	IGFBP7	-3.72626769785519	4.4321896597165e-14	No	No
Q16526	CRY1	-6.95499830014465	8.09347717518263e-07	No	No
Q16540	MRPL23	-4.40687751854435	6.143978961287171e-17	No	No
Q16585	SGCB	-2.43832905102569	2.5073783996855596e-11	No	No
Q16602	CALCRL	-2.46482333347409	6.96161151514349e-05	No	No
Q16629	SRSF7	-3.64032470780192	8.87876657080692e-16	No	No
Q16651	PRSS8	-2.780596241602	4.4096436314494003e-11	No	No
Q16655	MLANA	-7.75273123179976	1.0396216398170202e-15	No	No
Q16740	CLPP	-6.18549461586661	5.60762851206466e-10	No	No
Q16769	QPCT	-5.08838284510617	6.2295938785941e-23	No	No
Q16773	KYAT1	-2.38254627504837	3.22374245420495e-08	No	No
