Protein_Group	Genes	SK-Mel-147_vs_HIM-ST_logFC	SK-Mel-147_vs_HIM-ST_pval	Removed?	Contaminant?
Q86UF1	TSPAN33	-3.17092432178646	4.6733863072085704e-14	No	No
Q86UK5	EVC2	-7.80581469795383	4.35490855015372e-29	No	No
Q86UN2	RTN4RL1	-3.70359559800626	2.1709269348540897e-12	No	No
Q86UP2	KTN1	-5.45760348013177	9.208341981625191e-17	No	No
Q86UU0	BCL9L	-5.91351304835834	2.51499674289e-08	No	No
Q86UV5	USP48	-6.04461714354084	2.4935936755698698e-11	No	No
Q86UW7	CADPS2	-4.42890756028924	2.23752903817112e-10	No	No
Q86UY8	NT5DC3	-6.35696791615351	1.08677581118619e-12	No	No
Q86V85	GPR180	-4.18907538075886	4.3591078772195e-19	No	No
Q86VE9	SERINC5	-2.78870910805251	1.84336323737164e-16	No	No
Q86VM9	ZC3H18	-5.48454111623811	3.23013627038057e-11	No	No
Q86VY4	TSPYL5	-4.27202797653379	1.7443163926925798e-22	No	No
Q86WA6	BPHL	-4.96029917282997	6.54672622924418e-16	No	No
Q86WA9	SLC26A11	-3.58843158594286	7.802723976016511e-14	No	No
Q86WB0	ZC3HC1	-3.25972222705586	0.000605108179782	No	No
Q86WC4	OSTM1	-3.67381592100906	1.2178771036072401e-15	No	No
Q86WG3	ATCAY	-6.15023489813109	3.68634278925831e-27	No	No
Q86WH2	RASSF3	-2.82089502393505	1.26145960810726e-11	No	No
Q86WJ1	CHD1L	-2.79491759513699	0.0017201724648742	No	No
Q86WT1	IFT70A	-3.53782440062203	5.5368658201641e-11	No	No
Q86WV6	STING1	-3.98257268723181	1.86728705874748e-12	No	No
Q86X19	TMEM17	-2.70455574697329	1.3569608054832398e-11	No	No
Q86XA9	HEATR5A	-2.62208943051512	2.3595905231311098e-12	No	No
Q86XJ1	GAS2L3	-3.37885446585229	4.404148516235919e-11	No	No
Q86XL3	ANKLE2	-4.28943437519852	2.95900962745852e-07	No	No
Q86XX4	FRAS1	-4.86247334490191	6.55539967622242e-14	No	No
Q86YB8	ERO1B	-2.78725766448537	4.50785945095814e-14	No	No
Q86YJ5	MARCHF9	-2.76162636319386	4.34633138501005e-07	No	No
Q86YL5	TDRP	-3.94634386759393	3.62479075250874e-20	No	No
Q86YP4	GATAD2A	-4.37432161443583	7.92278699802862e-08	No	No
Q86YV0	RASAL3	-3.90807293901769	3.02867777384681e-16	No	No
Q8IUH3	RBM45	-5.0754837541566	2.50207227812044e-21	No	No
Q8IUX7	AEBP1	-5.90092271143595	7.622704429248011e-15	No	No
Q8IV08	PLD3	-3.28955910345564	3.69034263245853e-14	No	No
Q8IV36	HID1	-7.98675683494546	1.49295408283047e-21	No	No
Q8IVG5	SAMD9L	-4.51153894844293	2.67459124255551e-08	No	No
Q8IVH4	MMAA	-7.06371780769128	1.05928517364387e-20	No	No
Q8IVL6	P3H3	-4.30533745580466	1.06454309533071e-08	No	No
Q8IVS2	MCAT	-6.4794723069574	4.95896976233532e-09	No	No
Q8IVU3	HERC6	-3.27607973707186	0.0011523071370192	No	No
Q8IWB9	TEX2	-4.77939105276161	4.22132314456872e-09	No	No
Q8IWE2	FAM114A1	-2.90658861219206	6.27624216780888e-12	No	No
Q8IWE5	PLEKHM2	-3.52723453436543	2.3257810898344103e-09	No	No
Q8IWF2	FOXRED2	-2.73358813432246	0.0015475681447582	No	No
Q8IWJ2	GCC2	-7.77264890569182	7.406588278652449e-11	No	No
Q8IWZ6	BBS7	-3.48848849340606	3.10841254233127e-07	No	No
Q8IX01	SUGP2	-4.6704658111485	2.5212677820074e-13	No	No
Q8IX12	CCAR1	-4.46245016042866	4.00681898246782e-13	No	No
Q8IXB1	DNAJC10	-3.26301061946679	1.15579634779909e-07	No	No
Q8IXH6	TP53INP2	-4.53455886805706	4.80960322646928e-22	No	No
Q8IXV7	KLHDC8B	-5.77280460701369	2.61921948970995e-16	No	No
Q8IXW5	RPAP2	-2.62883172147437	0.0046134656644201	No	No
Q8IY17	PNPLA6	-3.04807610995729	4.35744059475107e-09	No	No
Q8IY21	DDX60	-4.8330843261725	9.27853536355046e-14	No	No
Q8IY34	SLC15A3	-6.84285138692419	4.8129603620090405e-21	No	No
Q8IY37	DHX37	-3.20205478559854	0.0008728637518502	No	No
Q8IY95	TMEM192	-5.33482170555303	1.04506231538656e-16	No	No
Q8IYB3	SRRM1	-3.45065111226514	4.4610071960747503e-10	No	No
Q8IYB8	SUPV3L1	-2.85033120842574	5.97095422803441e-05	No	No
Q8IYJ3	SYTL1	-3.7672897280084	1.46281919300706e-11	No	No
Q8IYK4	COLGALT2	-3.49253269145298	2.11234927705491e-10	No	No
Q8IYL3	C1orf174	-3.36142395678806	1.28031452804054e-14	No	No
Q8IYQ7	THNSL1	-8.77938985312794	2.7956857977639103e-19	No	No
Q8IZ57	NRSN1	-9.37277981797311	2.39318660222046e-27	No	No
Q8IZ69	TRMT2A	-5.33127973518629	2.05543334839866e-06	No	No
Q8IZ73	RPUSD2	-4.83663631014345	2.7300922874822e-13	No	No
Q8IZD4	DCP1B	-4.13069005456107	1.24529224231713e-06	No	No
Q8IZJ1	UNC5B	-4.75565236033097	1.9444279821785103e-15	No	No
Q8IZQ1	WDFY3	-3.21973781704538	5.415253097532939e-11	No	No
Q8IZQ5	SELENOH	-7.8936177227752	1.06167263185948e-25	No	No
Q8IZU2	WDR17	-4.02485923590755	5.46789107835875e-10	No	No
Q8IZY2	ABCA7	-2.747076265352	1.5363938548176702e-09	No	No
Q8N0U8	VKORC1L1	-3.04806854422533	1.93837389734869e-11	No	No
Q8N0V5	GCNT2	-3.56199607763077	6.51378159832527e-11	No	No
Q8N0X4	CLYBL	-7.89551620370822	3.74357211046465e-26	No	No
Q8N108	MIER1	-4.96022373265511	3.1230372222271e-11	No	No
Q8N126	CADM3	-3.15746968411397	1.60818206420838e-14	No	No
Q8N145	LGI3	-10.8413258924068	3.51845785741061e-17	No	No
Q8N1F8	STK11IP	-3.89068099120388	2.00396902270783e-13	No	No
Q8N1G2	CMTR1	-4.68167921543325	7.438985279232101e-10	No	No
Q8N264	ARHGAP24	-3.76045845560269	4.46042303734667e-09	No	No
Q8N271	PROM2	-7.04523456129039	8.6993810907304e-09	No	No
Q8N2F6	ARMC10	-2.595004150363	8.77555397514771e-07	No	No
Q8N2S1	LTBP4	-6.1963828414003	1.70016182032235e-08	No	No
Q8N357	SLC35F6	-2.62462786773738	4.15888623489262e-13	No	No
Q8N3F9	GPR137C	-3.09903960444672	6.0833427744750806e-09	No	No
Q8N3G9	TMEM130	-2.76377333636608	9.92647124249039e-06	No	No
Q8N3J6	CADM2	-6.41635180992189	3.5899090479235802e-25	No	No
Q8N3U4	STAG2	-3.27411054830155	2.87756109522406e-06	No	No
Q8N414	PGBD5	-3.84324525065384	1.68094454527847e-16	No	No
Q8N436	CPXM2	-10.4062648061487	3.79908691745674e-32	No	No
Q8N442	GUF1	-3.04086484830669	0.0006768334969903	No	No
Q8N465	D2HGDH	-3.17522800002035	1.6388101496526e-14	No	No
Q8N475	FSTL5	-5.44724953198778	3.87785876722209e-09	No	No
Q8N490	PNKD	-7.26919036816945	3.32581089600003e-26	No	No
Q8N4L2	PIP4P2	-2.62106839664891	3.5997503873625803e-10	No	No
Q8N4M1	SLC44A3	-2.65950533717637	1.7656978799161901e-09	No	No
Q8N4P2	IFT70B	-3.71202013261436	5.216254619135669e-11	No	No
Q8N4T8	CBR4	-2.99950442774061	3.1390219344812796e-11	No	No
Q8N4V1	MMGT1	-2.66078397920941	0.0022362808808308	No	No
Q8N4X5	AFAP1L2	-5.82189699883482	2.45930255522971e-09	No	No
Q8N568	DCLK2	-4.58279184917571	2.29188764283285e-20	No	No
Q8N5C6	SRBD1	-5.57141745774841	1.83709586664307e-10	No	No
Q8N5D0	WDTC1	-4.4465737221973	3.16332972215069e-11	No	No
Q8N5S9	CAMKK1	-2.67128014674079	3.18671209676811e-10	No	No
Q8N5X7	EIF4E3	-5.32842092480856	2.9108827193476303e-09	No	No
Q8N608	DPP10	-3.92320639589754	8.9049728240685e-11	No	No
Q8N612	FHIP1B	-2.97877764875511	3.66401238602839e-05	No	No
Q8N697	SLC15A4	-4.14504845409197	9.37083269918348e-17	No	No
Q8N6C5	IGSF1	-9.91066984381085	6.42873703452574e-21	No	No
Q8N6D5	ANKRD29	-3.69345528958356	1.00564205927214e-07	No	No
Q8N6F8	METTL27	-5.39755663846939	9.186929228203671e-15	No	No
Q8N6Y1	PCDH20	-7.48026833736203	1.16892197374056e-08	No	No
Q8N766	EMC1	-3.5178197683457	6.02478173053458e-12	No	No
Q8N8E3	CEP112	-3.084513621308	2.21034375602457e-05	No	No
Q8N9R8	SCAI	-2.74015792567194	8.99302392842501e-06	No	No
Q8NA23	WDR31	-4.96354242279119	3.37045378591005e-06	No	No
Q8NAA5	LRRC75A	-6.83426542089549	1.809363397933e-16	No	No
Q8NB59	SYT14	-2.92349040889572	0.0048956879404134	No	No
Q8NB78	KDM1B	-3.16443392931758	4.43673447508056e-05	No	No
Q8NBI2	CYB561A3	-4.94333648353187	2.05303400403741e-11	No	No
Q8NBJ7	SUMF2	-2.66730517746754	8.95061243214525e-08	No	No
Q8NBJ9	SIDT2	-3.06755562601991	5.8327724449447e-15	No	No
Q8NBN7	RDH13	-7.47287379441475	1.4024152936587099e-11	No	No
Q8NBP0	TTC13	-5.38573625008044	5.72962288706746e-08	No	No
Q8NBP7	PCSK9	-6.79616353946505	7.9224530625347e-17	No	No
Q8NBX0	SCCPDH	-2.93427044743025	4.9378067017367e-09	No	No
Q8NCE0	TSEN2	-7.18133368739955	5.29168814338687e-06	No	No
Q8NCF5	NFATC2IP	-2.72716573109198	4.88904344458204e-06	No	No
Q8NCM8	DYNC2H1	-4.05395848773091	2.36910833613768e-10	No	No
Q8NCT1	ARRDC4	-6.92576332847615	1.0050653989029899e-22	No	No
Q8NCW5	NAXE	-2.58433199552202	2.0448809375656798e-18	No	No
Q8NCW6	GALNT11	-4.46970203147239	1.18061258810843e-07	No	No
Q8ND30	PPFIBP2	-4.01262763806646	2.8762415577337598e-11	No	No
Q8ND94	LRRN4CL	-3.12167864677642	1.7543637193885402e-15	No	No
Q8NDA8	MROH1	-3.56353399917593	9.69384230996687e-13	No	No
Q8NDH3	NPEPL1	-5.70591323237756	8.59127538754355e-19	No	No
Q8NDV1	ST6GALNAC3	-5.69166042752686	5.14504868535422e-05	No	No
Q8NDV3	SMC1B	-4.62449778026675	2.84501831635409e-10	No	No
Q8NEZ3	WDR19	-3.43004662892907	1.05813733788701e-08	No	No
Q8NF37	LPCAT1	-2.92844302878617	1.85026133218163e-10	No	No
Q8NF91	SYNE1	-10.1534853068501	1.58608907736636e-20	No	No
Q8NFD5	ARID1B	-2.89702584151643	0.0051669164351014	No	No
Q8NFJ9	BBS1	-4.63892702349913	5.8188506360339e-09	No	No
Q8NFP9	NBEA	-2.65376291748126	5.8891034126292e-11	No	No
Q8NFQ8	TOR1AIP2	-3.05327730559724	1.8056166628751299e-12	No	No
Q8NFY4	SEMA6D	-12.5675941746938	3.44925998222053e-41	No	No
Q8NFZ8	CADM4	-3.22465532914489	2.9510039289677303e-15	No	No
Q8NHP6	MOSPD2	-3.71690415137291	1.66195293365445e-14	No	No
Q8NHP8	PLBD2	-3.00717547421268	3.7146195390419197e-11	No	No
Q8NHX9	TPCN2	-10.8022734867649	3.42964471977645e-27	No	No
Q8NI27	THOC2	-2.72526620541256	6.76233781614893e-08	No	No
Q8NI37	PPTC7	-6.09580093746397	1.5781845804625602e-19	No	No
Q8NI60	COQ8A	-4.40527174087114	1.8976079749915803e-09	No	No
Q8TAD2	IL17D	-6.73732662809454	5.038076809551991e-15	No	No
Q8TAV4	STOML3	-4.99828535300175	0.00053748473548	No	No
Q8TB22	SPATA20	-5.2879321446843	3.0321084915961003e-10	No	No
Q8TB37	NUBPL	-3.09199150890516	2.6321509517275404e-09	No	No
Q8TBE7	SLC35G2	-7.82552604418631	2.6633024893912503e-19	No	No
Q8TBF5	PIGX	-4.01971243997746	7.63651687029504e-07	No	No
Q8TBG9	SYNPR	-8.78340344174718	1.68417840183026e-31	No	No
Q8TBP0	TBC1D16	-5.12139606605232	8.604356161615139e-22	No	No
Q8TCC3	MRPL30	-2.67809360042499	0.0057368323337011	No	No
Q8TCE6	DENND10	-2.68532713879475	4.14297049520133e-12	No	No
Q8TCJ2	STT3B	-2.86693628426779	2.31957810589235e-13	No	No
Q8TCS8	PNPT1	-4.13588685832108	1.69800411911551e-15	No	No
Q8TD30	GPT2	-5.4020347109647	5.05553916365005e-13	No	No
Q8TDH9	BLOC1S5	-2.98762779470497	3.00228542974223e-12	No	No
Q8TDJ6	DMXL2	-4.08166906773831	2.25635256671416e-10	No	No
Q8TDR0	TRAF3IP1	-3.94837953943811	7.49436191681396e-07	No	No
Q8TDY4	ASAP3	-2.92603241465866	4.17236700066165e-10	No	No
Q8TDZ2	MICAL1	-3.2893528821029	2.9195106637996302e-24	No	No
Q8TE58	ADAMTS15	-3.09237649418743	0.0013709139137782	No	No
Q8TE82	SH3TC1	-3.35065616481304	0.0002249390358079	No	No
Q8TE99	PXYLP1	-3.00473628222727	0.0026785096668869	No	No
Q8TED9	AFAP1L1	-3.65012171822213	1.72876306223714e-06	No	No
Q8TEQ0	SNX29	-2.86160618370285	0.0001518529928878	No	No
Q8TET4	GANC	-6.73875803162628	1.91067907689473e-22	No	No
Q8TF64	GIPC3	-3.22306059655053	8.3710700207337e-18	No	No
Q8TF68	ZNF384	-4.67894482507529	5.006819004056851e-19	No	No
Q8WU08	STK32A	-7.36498203686377	1.46207621612775e-32	No	No
Q8WU76	SCFD2	-4.28825920414099	7.79337344287594e-10	No	No
Q8WUA4	GTF3C2	-4.00598768397795	1.22705349301896e-05	No	No
Q8WUJ1	CYB5D2	-4.15552411480529	4.40523344767284e-14	No	No
Q8WUJ3	CEMIP	-5.10108930986696	6.26019284775452e-09	No	No
Q8WUM0	NUP133	-3.98828363770164	1.05814389288672e-07	No	No
Q8WUY1	THEM6	-2.58126605088589	7.89307350323457e-05	No	No
Q8WUY3	PRUNE2	-4.29700672670734	1.07364775038567e-13	No	No
Q8WV83	SLC35F5	-7.98525600069272	1.14967498732213e-27	No	No
Q8WVB3	HEXD	-3.02786992573933	6.14440483549208e-08	No	No
Q8WVC0	LEO1	-5.00620204039975	1.3246976329517801e-14	No	No
Q8WVC6	DCAKD	-2.68171716302755	9.60668556224491e-07	No	No
Q8WVE6	TMEM171	-2.64037172944499	5.18570797666562e-05	No	No
Q8WVM7	STAG1	-3.61409292264491	3.72546197546163e-10	No	No
Q8WVM8	SCFD1	-2.62229588041732	2.13862095699478e-14	No	No
Q8WVS4	DYNC2I1	-2.8907460164956	6.37416042214148e-05	No	No
Q8WW22	DNAJA4	-4.94600897983386	1.23366664104512e-16	No	No
Q8WW52	FAM151A	-4.59527864448912	5.5654108212608e-20	No	No
Q8WWB7	GLMP	-2.92748809489984	3.4678194316999397e-12	No	No
Q8WWF8	CAPSL	-3.2985766259725	2.69406079864316e-13	No	No
Q8WWG9	KCNE4	-9.89366206857127	6.08582246675316e-31	No	No
Q8WWI1	LMO7	-2.63333344149537	1.9868267610719e-11	No	No
Q8WWM9	CYGB	-7.91241814981687	2.90604363304002e-28	No	No
Q8WWQ0	PHIP	-3.14740131245346	1.21538051075547e-05	No	No
Q8WWV3	RTN4IP1	-4.70220699304362	1.46894188502346e-13	No	No
Q8WWY3	PRPF31	-2.65205398598849	5.7069075472164095e-11	No	No
Q8WXF0	SRSF12	-3.77405986411333	1.82712316971869e-13	No	No
Q8WXF1	PSPC1	-4.02073948645743	2.0569079934109502e-14	No	No
Q8WXF7	ATL1	-3.41783371945216	1.3101691816114601e-17	No	No
Q8WXH0	SYNE2	-9.2056662627617	3.3408935741141898e-18	No	No
Q8WXI4	ACOT11	-2.71882414624642	2.60373395906801e-10	No	No
Q8WXI9	GATAD2B	-6.33119948406543	5.21221060079198e-12	No	No
Q8WXS8	ADAMTS14	-7.8533472197691	3.1844977404995396e-11	No	No
Q8WY07	SLC7A3	-4.10520311944356	1.2056809235790598e-18	No	No
Q8WY54	PPM1E	-7.95947127331054	9.45890369316968e-27	No	No
Q8WYA0	IFT81	-4.23164819776062	3.4871362511740794e-11	No	No
Q8WYA6	CTNNBL1	-3.54444366882814	7.61176649268339e-06	No	No
Q8WYH8	ING5	-3.0968561673446	7.38708032188378e-12	No	No
Q8WZ74	CTTNBP2	-7.14635926410203	5.577097256715741e-17	No	No
Q8WZA2	RAPGEF4	-10.743257146506	6.32815157353522e-28	No	No
Q92506	HSD17B8	-5.36647633779635	6.430055150056959e-12	No	No
Q92539	LPIN2	-4.74340362108111	1.39879385781455e-11	No	No
Q92543	SNX19	-3.07409962066676	0.0029266691221458	No	No
Q92563	SPOCK2	-6.88156599579292	4.37429008445086e-20	No	No
Q92576	PHF3	-2.62071667416373	4.17288803849333e-05	No	No
Q92581	SLC9A6	-2.83067474671513	7.40832430335818e-10	No	No
Q92599	SEPTIN8	-3.77445197775461	1.43087049721886e-07	No	No
Q92623	TTC9	-3.44169876394248	0.0001177546078487	No	No
Q92629	SGCD	-6.485605523948	1.9946472670386402e-23	No	No
Q92633	LPAR1	-4.7199593761538	3.3877031881362e-06	No	No
Q92643	PIGK	-3.49273978288418	1.52417045918204e-09	No	No
Q92665	MRPS31	-5.03621892082528	6.22698796782695e-13	No	No
Q92673	SORL1	-4.09368602819208	2.50274467437848e-13	No	No
Q92733	PRCC	-4.75709832141192	1.65880776794652e-06	No	No
Q92752	TNR	-6.32216989507287	1.56658136162281e-21	No	No
Q92766	RREB1	-3.40711481634042	2.48157522773166e-11	No	No
Q92777	SYN2	-10.5935255573062	8.17401449916732e-33	No	No
Q92785	DPF2	-3.90907274846402	5.20390645247088e-11	No	No
Q92797	SYMPK	-3.62221968535484	0.0001966853867489	No	No
Q92805	GOLGA1	-4.70399315006373	2.26676899780208e-05	No	No
Q92819	HAS2	-5.6626187386823	8.38995205275657e-13	No	No
Q92823	NRCAM	-6.79285637104183	2.4185206645002002e-20	No	No
Q92878	RAD50	-5.958721759808	1.13310166847199e-16	No	No
Q92887	ABCC2	-8.46683782535116	2.4893572999492004e-32	No	No
Q92889	ERCC4	-5.98579103723947	2.3504219529193697e-11	No	No
Q92902	HPS1	-2.81695734933669	2.43692292353973e-07	No	No
Q92917	GPKOW	-4.66791679077895	2.93697146144344e-07	No	No
Q92932	PTPRN2	-9.31949881984226	1.1138950986241e-25	No	No
Q92945	KHSRP	-2.62496201148144	1.3937754284264301e-15	No	No
Q92947	GCDH	-5.74486504848803	1.7942917627832598e-11	No	No
Q92956	TNFRSF14	-3.27308311886982	2.14423347983377e-14	No	No
Q92985	IRF7	-5.32479053478092	1.06081366642874e-13	No	No
Q93009	USP7	-3.00147686366185	1.1930772901383399e-16	No	No
Q93074	MED12	-7.58751135015762	3.99966923285383e-06	No	No
Q93084	ATP2A3	-7.60784248380321	5.4704572286415396e-12	No	No
Q969E8	TSR2	-3.51978124664716	1.07727544120586e-17	No	No
Q969G3	SMARCE1	-4.594616531022	3.8346932016038097e-11	No	No
Q969I6	SLC38A4	-2.70406915276696	3.27690080309274e-05	No	No
Q969N2	PIGT	-2.80247748142446	4.64894919850253e-08	No	No
Q969P0	IGSF8	-2.66459228400256	9.349885758682451e-17	No	No
Q969Q1	TRIM63	-6.41228671187118	4.662994365069821e-25	No	No
Q969R5	L3MBTL2	-6.66752844594131	3.76926487135568e-29	No	No
Q969V3	NCLN	-4.02031628188596	1.78213404384012e-10	No	No
Q969V6	MRTFA	-3.30014013171446	1.9907461717604698e-11	No	No
Q969X5	ERGIC1	-2.85199574267949	7.4962745418887e-14	No	No
Q969Z0	TBRG4	-3.1476189437848	1.69310704293884e-07	No	No
Q96A22	C11orf52	-3.30114905380026	4.06180526494178e-10	No	No
Q96A33	CCDC47	-4.14049294020264	1.9826685190825798e-11	No	No
Q96AB3	ISOC2	-2.6962605419882	4.38521778921329e-08	No	No
Q96AD5	PNPLA2	-2.83839206342423	0.0020022740897385	No	No
Q96AE7	TTC17	-6.40179957189827	1.29461694185354e-10	No	No
Q96AJ1	CLUAP1	-3.68937493741343	2.25240749906824e-11	No	No
Q96AX9	MIB2	-4.77550237470519	2.87142463815577e-08	No	No
Q96AY3	FKBP10	-3.10341191374899	1.5437081660786199e-12	No	No
Q96B33	CLDN23	-5.48611874467341	1.5915408494905802e-23	No	No
Q96BM9	ARL8A	-2.6369422828835	2.34137411106421e-17	No	No
Q96BR1	SGK3	-3.43257342223582	1.00697538885069e-12	No	No
Q96BR5	COA7	-4.70247790074128	3.4998809481206704e-15	No	No
Q96C01	FAM136A	-4.4507850940198	3.26414160556565e-17	No	No
Q96C10	DHX58	-10.6278553232626	8.46748324576545e-16	No	No
Q96C23	GALM	-3.7264219783544	4.0020064793433305e-15	No	No
Q96C36	PYCR2	-3.87149135514496	9.882663611129e-10	No	No
Q96CD2	PPCDC	-3.17389505521461	6.4176338239411e-07	No	No
Q96CF2	CHMP4C	-3.26823480319553	4.768818939134541e-19	No	No
Q96CM8	ACSF2	-4.63275793098985	1.04520587743814e-19	No	No
Q96CN4	EVI5L	-3.80307099365308	9.96174369655901e-05	No	No
Q96CN9	GCC1	-4.27155773610546	9.29465888401278e-05	No	No
Q96CP2	FLYWCH2	-2.97101720451563	7.300668098344509e-12	No	No
Q96D05	FAM241B	-4.20794898969964	2.08754928208748e-22	No	No
Q96D96	HVCN1	-6.22494216902088	1.17096565548306e-21	No	No
Q96DB5	RMDN1	-4.26254861484307	6.821933047616911e-14	No	No
Q96DC8	ECHDC3	-5.71583207559796	3.9336696072630697e-16	No	No
Q96DV4	MRPL38	-3.5123126032589	3.10445021996029e-13	No	No
Q96DZ1	ERLEC1	-3.53352948201494	2.78477373464242e-05	No	No
Q96DZ5	CLIP3	-3.20254992525396	1.42327469259557e-12	No	No
Q96DZ9	CMTM5	-6.17612886743871	4.35050443823389e-07	No	No
Q96E11	MRRF	-3.70880283771813	0.0002619406207455	No	No
Q96EB6	SIRT1	-6.58332608393813	2.18869808302757e-07	No	No
Q96ED9	HOOK2	-6.21698267809395	2.309522065134e-18	No	No
Q96EV2	RBM33	-3.06714090236899	0.0028037847216667	No	No
Q96EV8	DTNBP1	-3.33345378180097	3.9347481642718895e-11	No	No
Q96EY1	DNAJA3	-4.63983647084084	0.0006222338921462	No	No
Q96EY7	PTCD3	-3.45519983045675	3.20578222523382e-05	No	No
Q96EY8	MMAB	-3.54687343911689	9.15647279798537e-12	No	No
Q96EY9	ADAT3	-7.03401703316839	3.1043506981397e-09	No	No
Q96FH0	BORCS8	-5.18931013852998	3.22019416946692e-21	No	No
Q96FL8	SLC47A1	-8.11940568003228	1.9972956773200797e-34	No	No
Q96FV9	THOC1	-2.59162004105474	4.21548363370486e-06	No	No
Q96FZ2	HMCES	-2.96791873596604	1.06142836398907e-06	No	No
Q96G03	PGM2	-3.0784044863615	3.48964083378434e-17	No	No
Q96G30	MRAP2	-3.18590176664905	5.97843901101726e-10	No	No
Q96G46	DUS3L	-2.70187927733651	0.0004512601590581	No	No
Q96GQ5	RUSF1	-2.87752054265456	0.0049944112001422	No	No
Q96GS4	BORCS6	-2.73218541518749	2.2471774825775403e-09	No	No
Q96GW7	BCAN	-5.70688132068265	2.54225762880655e-19	No	No
Q96GW9	MARS2	-5.31924027775022	6.3593980826086894e-12	No	No
Q96HF1	SFRP2	-6.56208808562795	4.6135552583989e-25	No	No
Q96HN2	AHCYL2	-2.80965213629171	4.845789095818e-17	No	No
Q96HP0	DOCK6	-4.57553348697109	2.1754593890376098e-11	No	No
Q96HR3	MED30	-2.90557408121852	0.0002708314725071	No	No
Q96HW7	INTS4	-5.23567298053947	5.19219182050323e-05	No	No
Q96HY7	DHTKD1	-6.87982628898741	8.290896002504901e-10	No	No
Q96I25	RBM17	-3.43012760681433	2.06098660252691e-07	No	No
Q96I51	RCC1L	-6.08883909830201	9.3119306908351e-13	No	No
Q96I59	NARS2	-3.84837033978369	1.1017662703407298e-11	No	No
Q96I99	SUCLG2	-4.95211259904862	3.90426918488399e-16	No	No
Q96IR7	HPDL	-6.36113540473433	8.076119901444641e-15	No	No
Q96J66	ABCC11	-7.7104159162723	6.86961880654522e-32	No	No
Q96J87	CELF6	-2.68168799668047	1.39981264624263e-09	No	No
Q96JE9	MAP6	-4.03815389697833	1.8220104093455e-22	No	No
Q96JI7	SPG11	-5.50708071634241	3.55956065407631e-16	No	No
Q96JK2	DCAF5	-5.12833425144739	5.1010842669621894e-11	No	No
Q96JP5	ZFP91	-12.4334090098704	3.94432835032149e-07	No	No
Q96JQ2	CLMN	-4.80913409772436	3.93031142711238e-14	No	No
Q96K12	FAR2	-4.0235366681723	5.21618629000572e-06	No	No
Q96KR1	ZFR	-3.78278014341961	5.41495964852247e-07	No	No
Q96L08	SUSD3	-5.62622616800025	1.63759629111795e-08	No	No
Q96LB3	IFT74	-3.64604929848963	1.88884085660581e-08	No	No
Q96LR9	APOLD1	-7.51747514976259	1.19907690815368e-14	No	No
Q96LW7	CARD19	-3.04542362419963	1.77368747567226e-05	No	No
Q96M96	FGD4	-2.6051380014278	4.8356731591538894e-11	No	No
Q96ME7	ZNF512	-6.01147095281498	2.75955566315236e-07	No	No
Q96MF6	COQ10A	-8.01250570846121	5.3121006023519497e-11	No	No
Q96MM6	HSPA12B	-5.76871915189048	0.000149790048387	No	No
Q96MP8	KCTD7	-3.06868340272165	2.19199475110314e-10	No	No
Q96MU7	YTHDC1	-3.43796647325579	7.89453053039131e-05	No	No
Q96MZ0	GDAP1L1	-6.38477144526272	4.07231238603472e-23	No	No
Q96N03	VSTM2L	-5.20770008422474	4.1230652126941e-08	No	No
Q96N19	GPR137	-3.21089700872831	0.0031799852059327	No	No
Q96PB1	CASD1	-7.89335018692912	5.698593554401761e-23	No	No
Q96PQ0	SORCS2	-7.51244537070762	4.9628067652521905e-14	No	No
Q96PU4	UHRF2	-4.17374475541639	0.0005228908427635	No	No
Q96PY6	NEK1	-4.33897168192698	9.66158528016003e-08	No	No
Q96PZ0	PUS7	-3.1767647970597	8.67993291173326e-09	No	No
Q96Q42	ALS2	-2.72175962136396	1.5803590047666301e-09	No	No
Q96QE2	SLC2A13	-3.93864075434678	2.3718342262050297e-11	No	No
Q96QT4	TRPM7	-4.14087803149405	8.24759672286075e-12	No	No
Q96QV1	HHIP	-4.70613998605721	3.07512836515472e-05	No	No
Q96RK4	BBS4	-5.53952900532376	4.0374972696190097e-13	No	No
Q96RP9	GFM1	-6.26059748333185	5.10178729660704e-19	No	No
Q96RQ1	ERGIC2	-2.67247966751358	1.9287687800162e-05	No	No
Q96RQ3	MCCC1	-4.56510272523007	2.0513783279862597e-11	No	No
Q96RR4	CAMKK2	-3.87703474465692	4.17885724830748e-06	No	No
Q96RW7	HMCN1	-7.74924186722475	5.14085498770798e-13	No	No
Q96RY7	IFT140	-3.16963191208246	1.75371426028904e-14	No	No
Q96S15	WDR24	-3.75406040406154	0.0011830852602406	No	No
Q96S38	RPS6KC1	-6.9966617328422	3.5573458537459197e-12	No	No
Q96S52	PIGS	-3.61492091238408	3.85703671241667e-12	No	No
Q96S66	CLCC1	-3.91395682461513	2.6020750846666703e-09	No	No
Q96ST2	IWS1	-3.43628470780729	1.65164352336376e-07	No	No
Q96ST3	SIN3A	-2.88058801751407	4.43501659587163e-10	No	No
Q96T23	RSF1	-3.43572805012467	2.18732106141828e-09	No	No
Q96T37	RBM15	-5.6363011269267	6.00024724871688e-08	No	No
Q96T49	PPP1R16B	-2.90185637995638	1.26790931076181e-05	No	No
Q96TC7	RMDN3	-3.75394777746816	6.2587318760471495e-12	No	No
